"from_name","to_name","level","from","to","title"
"FoodDemand_Staples>>Corn>>Corn","FoodDemand_Staples>>Corn","3",691,264,"supplemental info"
"FoodDemand_Staples>>OtherGrain>>OtherGrain","FoodDemand_Staples>>OtherGrain","3",692,265,"supplemental info"
"FoodDemand_Staples>>Rice>>Rice","FoodDemand_Staples>>Rice","3",693,266,"supplemental info"
"FoodDemand_Staples>>RootTuber>>RootTuber","FoodDemand_Staples>>RootTuber","3",694,267,"supplemental info"
"FoodDemand_Staples>>Wheat>>Wheat","FoodDemand_Staples>>Wheat","3",695,268,"supplemental info"
"H2 central production>>biomass>>biomass to H2","H2 central production>>biomass","3",696,269,"supplemental info"
"H2 central production>>coal>>coal chemical","H2 central production>>coal","3",697,270,"supplemental info"
"H2 central production>>electricity>>electrolysis","H2 central production>>electricity","3",698,271,"supplemental info"
"H2 central production>>gas>>natural gas steam reforming","H2 central production>>gas","3",699,272,"supplemental info"
"H2 central production>>nuclear>>thermal splitting","H2 central production>>nuclear","3",700,273,"supplemental info"
"H2 central production>>solar>>electrolysis","H2 central production>>solar","3",701,274,"supplemental info"
"H2 central production>>wind>>electrolysis","H2 central production>>wind","3",702,275,"supplemental info"
"H2 distribution>>H2 distribution>>H2 distribution","H2 distribution>>H2 distribution","3",703,276,"supplemental info"
"H2 enduse>>H2 distribution>>H2 distribution","H2 enduse>>H2 distribution","3",704,277,"supplemental info"
"H2 enduse>>H2 forecourt production>>H2 forecourt production","H2 enduse>>H2 forecourt production","3",705,278,"supplemental info"
"H2 forecourt production>>electricity>>electrolysis","H2 forecourt production>>electricity","3",706,279,"supplemental info"
"H2 forecourt production>>gas>>natural gas steam reforming","H2 forecourt production>>gas","3",707,280,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_IRR_hi","MiscCrop>>MiscCrop_X","3",708,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_IRR_lo","MiscCrop>>MiscCrop_X","3",709,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_RFD_hi","MiscCrop>>MiscCrop_X","3",710,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_RFD_lo","MiscCrop>>MiscCrop_X","3",711,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_IRR_hi_Peat","MiscCrop>>MiscCrop_X","3",712,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_IRR_lo_Peat","MiscCrop>>MiscCrop_X","3",713,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_RFD_hi_Peat","MiscCrop>>MiscCrop_X","3",714,281,"supplemental info"
"MiscCrop>>MiscCrop_X>>MiscCrop_X_RFD_lo_Peat","MiscCrop>>MiscCrop_X","3",715,281,"supplemental info"
"N fertilizer>>gas>>gas","N fertilizer>>gas","3",716,282,"supplemental info"
"N fertilizer>>refined liquids>>refined liquids","N fertilizer>>refined liquids","3",717,283,"supplemental info"
"NonFoodDemand_Crops>>Corn>>Corn","NonFoodDemand_Crops>>Corn","3",718,284,"supplemental info"
"NonFoodDemand_Crops>>FiberCrop>>FiberCrop","NonFoodDemand_Crops>>FiberCrop","3",719,285,"supplemental info"
"NonFoodDemand_Crops>>MiscCrop>>MiscCrop","NonFoodDemand_Crops>>MiscCrop","3",720,286,"supplemental info"
"NonFoodDemand_Crops>>OilCrop>>OilCrop","NonFoodDemand_Crops>>OilCrop","3",721,287,"supplemental info"
"NonFoodDemand_Crops>>OilCrop feedcake>>OilCrop feedcake","NonFoodDemand_Crops>>OilCrop feedcake","3",722,288,"supplemental info"
"NonFoodDemand_Crops>>OilCrop oil>>OilCrop oil","NonFoodDemand_Crops>>OilCrop oil","3",723,289,"supplemental info"
"NonFoodDemand_Crops>>OtherGrain>>OtherGrain","NonFoodDemand_Crops>>OtherGrain","3",724,290,"supplemental info"
"NonFoodDemand_Crops>>PalmFruit>>PalmFruit","NonFoodDemand_Crops>>PalmFruit","3",725,291,"supplemental info"
"NonFoodDemand_Crops>>PalmFruit feedcake>>PalmFruit feedcake","NonFoodDemand_Crops>>PalmFruit feedcake","3",726,292,"supplemental info"
"NonFoodDemand_Crops>>PalmFruit oil>>PalmFruit oil","NonFoodDemand_Crops>>PalmFruit oil","3",727,293,"supplemental info"
"NonFoodDemand_Crops>>Rapeseed>>Rapeseed","NonFoodDemand_Crops>>Rapeseed","3",728,294,"supplemental info"
"NonFoodDemand_Crops>>Rapeseed feedcake>>Rapeseed feedcake","NonFoodDemand_Crops>>Rapeseed feedcake","3",729,295,"supplemental info"
"NonFoodDemand_Crops>>Rapeseed oil>>Rapeseed oil","NonFoodDemand_Crops>>Rapeseed oil","3",730,296,"supplemental info"
"NonFoodDemand_Crops>>Rice>>Rice","NonFoodDemand_Crops>>Rice","3",731,297,"supplemental info"
"NonFoodDemand_Crops>>RootTuber>>RootTuber","NonFoodDemand_Crops>>RootTuber","3",732,298,"supplemental info"
"NonFoodDemand_Crops>>Soybean>>Soybean","NonFoodDemand_Crops>>Soybean","3",733,299,"supplemental info"
"NonFoodDemand_Crops>>Soybean feedcake>>Soybean feedcake","NonFoodDemand_Crops>>Soybean feedcake","3",734,300,"supplemental info"
"NonFoodDemand_Crops>>Soybean oil>>Soybean oil","NonFoodDemand_Crops>>Soybean oil","3",735,301,"supplemental info"
"NonFoodDemand_Crops>>SugarCrop>>SugarCrop","NonFoodDemand_Crops>>SugarCrop","3",736,302,"supplemental info"
"NonFoodDemand_Crops>>Wheat>>Wheat","NonFoodDemand_Crops>>Wheat","3",737,303,"supplemental info"
"NonFoodDemand_Forest>>Forest>>Forest","NonFoodDemand_Forest>>Forest","3",738,304,"supplemental info"
"NonFoodDemand_Meat>>Beef>>Beef","NonFoodDemand_Meat>>Beef","3",739,305,"supplemental info"
"NonFoodDemand_Meat>>Dairy>>Dairy","NonFoodDemand_Meat>>Dairy","3",740,306,"supplemental info"
"NonFoodDemand_Meat>>OtherMeat_Fish>>OtherMeat_Fish","NonFoodDemand_Meat>>OtherMeat_Fish","3",741,307,"supplemental info"
"NonFoodDemand_Meat>>pork>>pork","NonFoodDemand_Meat>>pork","3",742,308,"supplemental info"
"NonFoodDemand_Meat>>poultry>>poultry","NonFoodDemand_Meat>>poultry","3",743,309,"supplemental info"
"NonFoodDemand_Meat>>SheepGoat>>SheepGoat","NonFoodDemand_Meat>>SheepGoat","3",744,310,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_IRR_hi","OilCrop>>OilCrop_X","3",745,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_IRR_lo","OilCrop>>OilCrop_X","3",746,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_RFD_hi","OilCrop>>OilCrop_X","3",747,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_RFD_lo","OilCrop>>OilCrop_X","3",748,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_IRR_hi_Peat","OilCrop>>OilCrop_X","3",749,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_RFD_hi_Peat","OilCrop>>OilCrop_X","3",750,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_RFD_lo_Peat","OilCrop>>OilCrop_X","3",751,311,"supplemental info"
"OilCrop>>OilCrop_X>>OilCrop_X_IRR_lo_Peat","OilCrop>>OilCrop_X","3",752,311,"supplemental info"
"OilCrop oil>>OilCrop oil>>OilCrop oil","OilCrop oil>>OilCrop oil","3",753,312,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_IRR_hi","OtherGrain>>OtherGrain_X","3",754,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_IRR_lo","OtherGrain>>OtherGrain_X","3",755,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_RFD_hi","OtherGrain>>OtherGrain_X","3",756,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_RFD_lo","OtherGrain>>OtherGrain_X","3",757,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_RFD_hi_Peat","OtherGrain>>OtherGrain_X","3",758,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_RFD_lo_Peat","OtherGrain>>OtherGrain_X","3",759,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_IRR_hi_Peat","OtherGrain>>OtherGrain_X","3",760,313,"supplemental info"
"OtherGrain>>OtherGrain_X>>OtherGrain_X_IRR_lo_Peat","OtherGrain>>OtherGrain_X","3",761,313,"supplemental info"
"PalmFruit>>PalmFruit_X>>PalmFruit_X_RFD_hi","PalmFruit>>PalmFruit_X","3",762,314,"supplemental info"
"PalmFruit>>PalmFruit_X>>PalmFruit_X_RFD_lo","PalmFruit>>PalmFruit_X","3",763,314,"supplemental info"
"PalmFruit oil>>PalmFruit oil>>PalmFruit oil","PalmFruit oil>>PalmFruit oil","3",764,315,"supplemental info"
"Pasture_FodderGrass>>FodderGrass>>FodderGrass","Pasture_FodderGrass>>FodderGrass","3",765,316,"supplemental info"
"Pasture_FodderGrass>>Pasture>>Pasture","Pasture_FodderGrass>>Pasture","3",766,317,"supplemental info"
"pork>>Mixed>>FeedCrops","pork>>Mixed","3",767,318,"supplemental info"
"pork>>Mixed>>FodderHerb_Residue","pork>>Mixed","3",768,318,"supplemental info"
"pork>>Mixed>>Scavenging_Other","pork>>Mixed","3",769,318,"supplemental info"
"poultry>>Mixed>>FeedCrops","poultry>>Mixed","3",770,319,"supplemental info"
"poultry>>Mixed>>FodderHerb_Residue","poultry>>Mixed","3",771,319,"supplemental info"
"poultry>>Mixed>>Scavenging_Other","poultry>>Mixed","3",772,319,"supplemental info"
"Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi","Rapeseed>>Rapeseed_X","3",773,320,"supplemental info"
"Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo","Rapeseed>>Rapeseed_X","3",774,320,"supplemental info"
"Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi_Peat","Rapeseed>>Rapeseed_X","3",775,320,"supplemental info"
"Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo_Peat","Rapeseed>>Rapeseed_X","3",776,320,"supplemental info"
"Rapeseed oil>>Rapeseed oil>>Rapeseed oil","Rapeseed oil>>Rapeseed oil","3",777,321,"supplemental info"
"Rice>>Rice_X>>Rice_X_IRR_hi","Rice>>Rice_X","3",778,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_IRR_lo","Rice>>Rice_X","3",779,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_IRR_hi_Peat","Rice>>Rice_X","3",780,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_IRR_lo_Peat","Rice>>Rice_X","3",781,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_RFD_hi","Rice>>Rice_X","3",782,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_RFD_lo","Rice>>Rice_X","3",783,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_RFD_hi_Peat","Rice>>Rice_X","3",784,322,"supplemental info"
"Rice>>Rice_X>>Rice_X_RFD_lo_Peat","Rice>>Rice_X","3",785,322,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","RootTuber>>RootTuber_X","3",786,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","RootTuber>>RootTuber_X","3",787,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi","RootTuber>>RootTuber_X","3",788,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo","RootTuber>>RootTuber_X","3",789,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","RootTuber>>RootTuber_X","3",790,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","RootTuber>>RootTuber_X","3",791,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi_Peat","RootTuber>>RootTuber_X","3",792,323,"supplemental info"
"RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo_Peat","RootTuber>>RootTuber_X","3",793,323,"supplemental info"
"Scavenging_Other>>Scavenging_Other>>Scavenging_Other","Scavenging_Other>>Scavenging_Other","3",794,324,"supplemental info"
"SheepGoat>>Mixed>>FeedCrops","SheepGoat>>Mixed","3",795,325,"supplemental info"
"SheepGoat>>Mixed>>FodderHerb_Residue","SheepGoat>>Mixed","3",796,325,"supplemental info"
"SheepGoat>>Mixed>>Pasture_FodderGrass","SheepGoat>>Mixed","3",797,325,"supplemental info"
"SheepGoat>>Mixed>>Scavenging_Other","SheepGoat>>Mixed","3",798,325,"supplemental info"
"SheepGoat>>Pastoral>>Pasture_FodderGrass","SheepGoat>>Pastoral","3",799,326,"supplemental info"
"SheepGoat>>Pastoral>>Scavenging_Other","SheepGoat>>Pastoral","3",800,326,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_RFD_hi","Soybean>>Soybean_X","3",801,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_RFD_lo","Soybean>>Soybean_X","3",802,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_IRR_hi","Soybean>>Soybean_X","3",803,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_IRR_lo","Soybean>>Soybean_X","3",804,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_RFD_hi_Peat","Soybean>>Soybean_X","3",805,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_RFD_lo_Peat","Soybean>>Soybean_X","3",806,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","Soybean>>Soybean_X","3",807,327,"supplemental info"
"Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","Soybean>>Soybean_X","3",808,327,"supplemental info"
"Soybean oil>>Soybean oil>>Soybean oil","Soybean oil>>Soybean oil","3",809,328,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi","SugarCrop>>SugarCrop_X","3",810,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo","SugarCrop>>SugarCrop_X","3",811,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi_Peat","SugarCrop>>SugarCrop_X","3",812,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo_Peat","SugarCrop>>SugarCrop_X","3",813,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","SugarCrop>>SugarCrop_X","3",814,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","SugarCrop>>SugarCrop_X","3",815,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","SugarCrop>>SugarCrop_X","3",816,329,"supplemental info"
"SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","SugarCrop>>SugarCrop_X","3",817,329,"supplemental info"
"UnmanagedLand>>Deforest_X>>Deforest_X","UnmanagedLand>>Deforest_X","3",818,330,"supplemental info"
"UnmanagedLand>>Deforest_X>>ProtectedDeforest_X","UnmanagedLand>>Deforest_X","3",819,330,"supplemental info"
"UnmanagedLand>>ForestFire_X>>ForestFire_X","UnmanagedLand>>ForestFire_X","3",820,331,"supplemental info"
"UnmanagedLand>>ForestFire_X>>ProtectedForestFire_X","UnmanagedLand>>ForestFire_X","3",821,331,"supplemental info"
"UnmanagedLand>>GrasslandFires_X>>GrasslandFires_X","UnmanagedLand>>GrasslandFires_X","3",822,332,"supplemental info"
"UnmanagedLand>>GrasslandFires_X>>ProtectedGrasslandFires_X","UnmanagedLand>>GrasslandFires_X","3",823,332,"supplemental info"
"UnmanagedLand>>UnmanagedPasture_X>>ProtectedUnmanagedPasture_X","UnmanagedLand>>UnmanagedPasture_X","3",824,333,"supplemental info"
"UnmanagedLand>>UnmanagedPasture_X>>UnmanagedPasture_X","UnmanagedLand>>UnmanagedPasture_X","3",825,333,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_RFD_hi","Wheat>>Wheat_X","3",826,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_RFD_lo","Wheat>>Wheat_X","3",827,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_RFD_hi_Peat","Wheat>>Wheat_X","3",828,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_RFD_lo_Peat","Wheat>>Wheat_X","3",829,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_IRR_hi","Wheat>>Wheat_X","3",830,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_IRR_lo","Wheat>>Wheat_X","3",831,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","Wheat>>Wheat_X","3",832,334,"supplemental info"
"Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","Wheat>>Wheat_X","3",833,334,"supplemental info"
"backup_electricity>>gas>>gas (steam/CT)","backup_electricity>>gas","3",834,335,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_IRR_hi","biomass>>biomassGrass_X","3",835,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_IRR_lo","biomass>>biomassGrass_X","3",836,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_RFD_hi","biomass>>biomassGrass_X","3",837,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_RFD_lo","biomass>>biomassGrass_X","3",838,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_IRR_hi_Peat","biomass>>biomassGrass_X","3",839,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_IRR_lo_Peat","biomass>>biomassGrass_X","3",840,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_RFD_hi_Peat","biomass>>biomassGrass_X","3",841,336,"supplemental info"
"biomass>>biomassGrass_X>>biomassGrass_X_RFD_lo_Peat","biomass>>biomassGrass_X","3",842,336,"supplemental info"
"biomass>>biomassTree_X>>biomassTree_X_IRR_hi","biomass>>biomassTree_X","3",843,337,"supplemental info"
"biomass>>biomassTree_X>>biomassTree_X_IRR_lo","biomass>>biomassTree_X","3",844,337,"supplemental info"
"biomass>>biomassTree_X>>biomassTree_X_RFD_hi","biomass>>biomassTree_X","3",845,337,"supplemental info"
"biomass>>biomassTree_X>>biomassTree_X_RFD_lo","biomass>>biomassTree_X","3",846,337,"supplemental info"
"cement>>cement>>cement","cement>>cement","3",847,338,"supplemental info"
"comm cooling>>electricity>>electricity","comm cooling>>electricity","3",848,339,"supplemental info"
"comm heating>>coal>>coal","comm heating>>coal","3",849,340,"supplemental info"
"comm heating>>refined liquids>>refined liquids","comm heating>>refined liquids","3",850,341,"supplemental info"
"comm others>>biomass>>biomass","comm others>>biomass","3",851,342,"supplemental info"
"comm others>>coal>>coal","comm others>>coal","3",852,343,"supplemental info"
"comm others>>electricity>>electricity","comm others>>electricity","3",853,344,"supplemental info"
"comm others>>gas>>gas","comm others>>gas","3",854,345,"supplemental info"
"comm others>>refined liquids>>refined liquids","comm others>>refined liquids","3",855,346,"supplemental info"
"corn ethanol>>corn ethanol>>corn ethanol","corn ethanol>>corn ethanol","3",856,347,"supplemental info"
"csp_backup>>gas>>CSP gas hybrid mode","csp_backup>>gas","3",857,348,"supplemental info"
"delivered biomass>>delivered biomass>>delivered biomass","delivered biomass>>delivered biomass","3",858,349,"supplemental info"
"delivered coal>>delivered coal>>delivered coal","delivered coal>>delivered coal","3",859,350,"supplemental info"
"delivered gas>>delivered gas>>delivered gas","delivered gas>>delivered gas","3",860,351,"supplemental info"
"elec_CSP>>CSP>>CSP (dry_hybrid)","elec_CSP>>CSP","3",861,352,"supplemental info"
"elec_CSP>>CSP>>CSP (recirculating)","elec_CSP>>CSP","3",862,352,"supplemental info"
"elec_CSP_storage>>CSP_storage>>CSP_storage (dry_hybrid)","elec_CSP_storage>>CSP_storage","3",863,353,"supplemental info"
"elec_CSP_storage>>CSP_storage>>CSP_storage (recirculating)","elec_CSP_storage>>CSP_storage","3",864,353,"supplemental info"
"elec_Gen_III>>Gen_III>>Gen_III (once through)","elec_Gen_III>>Gen_III","3",865,354,"supplemental info"
"elec_Gen_III>>Gen_III>>Gen_III (recirculating)","elec_Gen_III>>Gen_III","3",866,354,"supplemental info"
"elec_Gen_III>>Gen_III>>Gen_III (seawater)","elec_Gen_III>>Gen_III","3",867,354,"supplemental info"
"elec_biomass (IGCC)>>biomass (IGCC)>>biomass (IGCC) (dry cooling)","elec_biomass (IGCC)>>biomass (IGCC)","3",868,355,"supplemental info"
"elec_biomass (IGCC)>>biomass (IGCC)>>biomass (IGCC) (once through)","elec_biomass (IGCC)>>biomass (IGCC)","3",869,355,"supplemental info"
"elec_biomass (IGCC)>>biomass (IGCC)>>biomass (IGCC) (recirculating)","elec_biomass (IGCC)>>biomass (IGCC)","3",870,355,"supplemental info"
"elec_biomass (IGCC)>>biomass (IGCC)>>biomass (IGCC) (seawater)","elec_biomass (IGCC)>>biomass (IGCC)","3",871,355,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (dry cooling)","elec_biomass (conv)>>biomass (conv)","3",872,356,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (once through)","elec_biomass (conv)>>biomass (conv)","3",873,356,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (recirculating)","elec_biomass (conv)>>biomass (conv)","3",874,356,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (seawater)","elec_biomass (conv)>>biomass (conv)","3",875,356,"supplemental info"
"elec_coal (IGCC)>>coal (IGCC)>>coal (IGCC) (dry cooling)","elec_coal (IGCC)>>coal (IGCC)","3",876,357,"supplemental info"
"elec_coal (IGCC)>>coal (IGCC)>>coal (IGCC) (once through)","elec_coal (IGCC)>>coal (IGCC)","3",877,357,"supplemental info"
"elec_coal (IGCC)>>coal (IGCC)>>coal (IGCC) (recirculating)","elec_coal (IGCC)>>coal (IGCC)","3",878,357,"supplemental info"
"elec_coal (IGCC)>>coal (IGCC)>>coal (IGCC) (seawater)","elec_coal (IGCC)>>coal (IGCC)","3",879,357,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (dry cooling)","elec_coal (conv pul)>>coal (conv pul)","3",880,358,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (once through)","elec_coal (conv pul)>>coal (conv pul)","3",881,358,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (recirculating)","elec_coal (conv pul)>>coal (conv pul)","3",882,358,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (seawater)","elec_coal (conv pul)>>coal (conv pul)","3",883,358,"supplemental info"
"elec_gas (CC)>>gas (CC)>>gas (CC) (dry cooling)","elec_gas (CC)>>gas (CC)","3",884,359,"supplemental info"
"elec_gas (CC)>>gas (CC)>>gas (CC) (once through)","elec_gas (CC)>>gas (CC)","3",885,359,"supplemental info"
"elec_gas (CC)>>gas (CC)>>gas (CC) (recirculating)","elec_gas (CC)>>gas (CC)","3",886,359,"supplemental info"
"elec_gas (CC)>>gas (CC)>>gas (CC) (seawater)","elec_gas (CC)>>gas (CC)","3",887,359,"supplemental info"
"elec_gas (steam/CT)>>gas (steam/CT)>>gas (steam/CT) (dry cooling)","elec_gas (steam/CT)>>gas (steam/CT)","3",888,360,"supplemental info"
"elec_gas (steam/CT)>>gas (steam/CT)>>gas (steam/CT) (once through)","elec_gas (steam/CT)>>gas (steam/CT)","3",889,360,"supplemental info"
"elec_gas (steam/CT)>>gas (steam/CT)>>gas (steam/CT) (recirculating)","elec_gas (steam/CT)>>gas (steam/CT)","3",890,360,"supplemental info"
"elec_gas (steam/CT)>>gas (steam/CT)>>gas (steam/CT) (seawater)","elec_gas (steam/CT)>>gas (steam/CT)","3",891,360,"supplemental info"
"elec_geothermal>>geothermal>>geothermal (dry_hybrid)","elec_geothermal>>geothermal","3",892,361,"supplemental info"
"elec_geothermal>>geothermal>>geothermal (recirculating)","elec_geothermal>>geothermal","3",893,361,"supplemental info"
"elec_refined liquids (CC)>>refined liquids (CC)>>refined liquids (CC) (dry cooling)","elec_refined liquids (CC)>>refined liquids (CC)","3",894,362,"supplemental info"
"elec_refined liquids (CC)>>refined liquids (CC)>>refined liquids (CC) (once through)","elec_refined liquids (CC)>>refined liquids (CC)","3",895,362,"supplemental info"
"elec_refined liquids (CC)>>refined liquids (CC)>>refined liquids (CC) (recirculating)","elec_refined liquids (CC)>>refined liquids (CC)","3",896,362,"supplemental info"
"elec_refined liquids (CC)>>refined liquids (CC)>>refined liquids (CC) (seawater)","elec_refined liquids (CC)>>refined liquids (CC)","3",897,362,"supplemental info"
"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)>>refined liquids (steam/CT) (dry cooling)","elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","3",898,363,"supplemental info"
"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)>>refined liquids (steam/CT) (once through)","elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","3",899,363,"supplemental info"
"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)>>refined liquids (steam/CT) (recirculating)","elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","3",900,363,"supplemental info"
"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)>>refined liquids (steam/CT) (seawater)","elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","3",901,363,"supplemental info"
"elect_td_bld>>elect_td_bld>>elect_td_bld","elect_td_bld>>elect_td_bld","3",902,364,"supplemental info"
"elect_td_bld>>rooftop_pv>>rooftop_pv","elect_td_bld>>rooftop_pv","3",903,365,"supplemental info"
"elect_td_ind>>elect_td_ind>>elect_td_ind","elect_td_ind>>elect_td_ind","3",904,366,"supplemental info"
"elect_td_trn>>elect_td_trn>>elect_td_trn","elect_td_trn>>elect_td_trn","3",905,367,"supplemental info"
"electricity>>biomass>>biomass (IGCC)","electricity>>biomass","3",906,368,"supplemental info"
"electricity>>biomass>>biomass (conv)","electricity>>biomass","3",907,368,"supplemental info"
"electricity>>coal>>coal (IGCC)","electricity>>coal","3",908,369,"supplemental info"
"electricity>>coal>>coal (conv pul)","electricity>>coal","3",909,369,"supplemental info"
"electricity>>gas>>gas (CC)","electricity>>gas","3",910,370,"supplemental info"
"electricity>>gas>>gas (steam/CT)","electricity>>gas","3",911,370,"supplemental info"
"electricity>>geothermal>>geothermal","electricity>>geothermal","3",912,371,"supplemental info"
"electricity>>hydro>>hydro","electricity>>hydro","3",913,372,"supplemental info"
"electricity>>nuclear>>Gen_III","electricity>>nuclear","3",914,373,"supplemental info"
"electricity>>refined liquids>>refined liquids (CC)","electricity>>refined liquids","3",915,374,"supplemental info"
"electricity>>refined liquids>>refined liquids (steam/CT)","electricity>>refined liquids","3",916,374,"supplemental info"
"electricity>>solar>>CSP","electricity>>solar","3",917,375,"supplemental info"
"electricity>>solar>>CSP_storage","electricity>>solar","3",918,375,"supplemental info"
"electricity>>solar>>PV","electricity>>solar","3",919,375,"supplemental info"
"electricity>>solar>>PV_storage","electricity>>solar","3",920,375,"supplemental info"
"electricity>>wind>>wind","electricity>>wind","3",921,376,"supplemental info"
"electricity>>wind>>wind_offshore","electricity>>wind","3",922,376,"supplemental info"
"electricity>>wind>>wind_storage","electricity>>wind","3",923,376,"supplemental info"
