"from_name","to_name","level","from","to","title"
"refined liquids industrial","elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (once through)","3",16,692,"supplemental info"
"oil-credits","elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (recirculating)","3",29,693,"supplemental info"
"refined liquids industrial","elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (recirculating)","3",16,693,"supplemental info"
"oil-credits","elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (seawater)","3",29,694,"supplemental info"
"refined liquids industrial","elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (seawater)","3",16,694,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (dry cooling)","3",29,695,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (dry cooling)","3",16,695,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (once through)","3",29,696,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (once through)","3",16,696,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (recirculating)","3",29,697,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (recirculating)","3",16,697,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (seawater)","3",29,698,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (seawater)","3",16,698,"supplemental info"
"electricity_net_ownuse","elect_td_bld>>elect_td_bld>>elect_td_bld","3",30,699,"supplemental info"
"backup_electricity","elect_td_bld>>rooftop_pv>>rooftop_pv","3",31,700,"supplemental info"
"distributed_solar","elect_td_bld>>rooftop_pv>>rooftop_pv","3",32,700,"supplemental info"
"electricity_net_ownuse","elect_td_ind>>elect_td_ind>>elect_td_ind","3",30,701,"supplemental info"
"electricity_net_ownuse","elect_td_trn>>elect_td_trn>>elect_td_trn","3",30,702,"supplemental info"
"elec_biomass (igcc)","electricity>>biomass>>biomass (igcc)","3",33,703,"supplemental info"
"elec_biomass (conv)","electricity>>biomass>>biomass (conv)","3",34,704,"supplemental info"
"elec_coal (igcc)","electricity>>coal>>coal (igcc)","3",35,705,"supplemental info"
"elec_coal (conv pul)","electricity>>coal>>coal (conv pul)","3",36,706,"supplemental info"
"elec_gas (cc)","electricity>>gas>>gas (cc)","3",37,707,"supplemental info"
"elec_gas (steam/ct)","electricity>>gas>>gas (steam/ct)","3",38,708,"supplemental info"
"elec_geothermal","electricity>>geothermal>>geothermal","3",39,709,"supplemental info"
"elec_gen_iii","electricity>>nuclear>>gen_iii","3",40,710,"supplemental info"
"elec_refined liquids (cc)","electricity>>refined liquids>>refined liquids (cc)","3",41,711,"supplemental info"
"elec_refined liquids (steam/ct)","electricity>>refined liquids>>refined liquids (steam/ct)","3",42,712,"supplemental info"
"elec_csp_storage","electricity>>solar>>csp_storage","3",43,713,"supplemental info"
"backup_electricity","electricity>>solar>>pv","3",31,714,"supplemental info"
"global solar resource","electricity>>solar>>pv","3",5,714,"supplemental info"
"global solar resource","electricity>>solar>>pv_storage","3",5,715,"supplemental info"
"backup_electricity","electricity>>wind>>wind","3",31,716,"supplemental info"
"onshore wind resource","electricity>>wind>>wind","3",6,716,"supplemental info"
"backup_electricity","electricity>>wind>>wind_offshore","3",31,717,"supplemental info"
"offshore wind resource","electricity>>wind>>wind_offshore","3",44,717,"supplemental info"
"onshore wind resource","electricity>>wind>>wind_storage","3",6,718,"supplemental info"
"electricity","electricity_net_ownuse>>electricity_net_ownuse>>electricity_net_ownuse","3",45,719,"supplemental info"
"gas processing","gas pipeline>>gas pipeline>>gas pipeline","3",46,720,"supplemental info"
"regional biomass","gas processing>>biomass gasification>>biomass gasification","3",2,721,"supplemental info"
"regional coal","gas processing>>coal gasification>>coal gasification","3",26,722,"supplemental info"
"regional natural gas","gas processing>>natural gas>>natural gas","3",3,723,"supplemental info"
"elect_td_ind","industrial wastewater treatment>>electricity>>electricity","3",1,724,"supplemental info"
"elect_td_ind","industrial water abstraction>>electricity>>electricity","3",1,725,"supplemental info"
"elect_td_ind","industrial water treatment>>electricity>>electricity","3",1,726,"supplemental info"
"delivered coal","iron and steel>>blastfur>>blastfur","3",21,727,"supplemental info"
"elect_td_ind","iron and steel>>blastfur>>blastfur","3",1,727,"supplemental info"
"refined liquids industrial","iron and steel>>blastfur>>blastfur","3",16,727,"supplemental info"
"wholesale gas","iron and steel>>blastfur>>blastfur","3",14,727,"supplemental info"
"h2 industrial","iron and steel>>blastfur>>blastfur with hydrogen","3",15,728,"supplemental info"
"delivered coal","iron and steel>>blastfur>>blastfur with hydrogen","3",21,728,"supplemental info"
"elect_td_ind","iron and steel>>blastfur>>blastfur with hydrogen","3",1,728,"supplemental info"
"refined liquids industrial","iron and steel>>blastfur>>blastfur with hydrogen","3",16,728,"supplemental info"
"wholesale gas","iron and steel>>blastfur>>blastfur with hydrogen","3",14,728,"supplemental info"
"delivered biomass","iron and steel>>blastfur>>biomass-based","3",17,729,"supplemental info"
"elect_td_ind","iron and steel>>blastfur>>biomass-based","3",1,729,"supplemental info"
"refined liquids industrial","iron and steel>>blastfur>>biomass-based","3",16,729,"supplemental info"
"wholesale gas","iron and steel>>blastfur>>biomass-based","3",14,729,"supplemental info"
"delivered coal","iron and steel>>eaf with dri>>eaf with dri","3",21,730,"supplemental info"
"elect_td_ind","iron and steel>>eaf with dri>>eaf with dri","3",1,730,"supplemental info"
"refined liquids industrial","iron and steel>>eaf with dri>>eaf with dri","3",16,730,"supplemental info"
"wholesale gas","iron and steel>>eaf with dri>>eaf with dri","3",14,730,"supplemental info"
"h2 industrial","iron and steel>>eaf with dri>>hydrogen-based dri","3",15,731,"supplemental info"
"elect_td_ind","iron and steel>>eaf with dri>>hydrogen-based dri","3",1,731,"supplemental info"
"elect_td_ind","iron and steel>>eaf with scrap>>eaf with scrap","3",1,732,"supplemental info"
"refined liquids industrial","iron and steel>>eaf with scrap>>eaf with scrap","3",16,732,"supplemental info"
"wholesale gas","iron and steel>>eaf with scrap>>eaf with scrap","3",14,732,"supplemental info"
"elect_td_ind","irrigation water abstraction>>electricity>>electricity","3",1,733,"supplemental info"
"elect_td_ind","mining energy use>>mobile>>electricity","3",1,734,"supplemental info"
"h2 wholesale dispensing","mining energy use>>mobile>>hydrogen","3",9,735,"supplemental info"
"refined liquids industrial","mining energy use>>mobile>>refined liquids","3",16,736,"supplemental info"
"elect_td_ind","mining energy use>>stationary>>electricity","3",1,737,"supplemental info"
"refined liquids industrial","mining energy use>>stationary>>refined liquids","3",16,738,"supplemental info"
"elect_td_bld","municipal wastewater treatment>>electricity>>electricity","3",20,739,"supplemental info"
"elect_td_bld","municipal water abstraction>>electricity>>electricity","3",20,740,"supplemental info"
"elect_td_bld","municipal water distribution>>electricity>>electricity","3",20,741,"supplemental info"
"elect_td_bld","municipal water treatment>>electricity>>electricity","3",20,742,"supplemental info"
"delivered biomass","other industrial energy use>>biomass>>biomass","3",17,743,"supplemental info"
"delivered biomass","other industrial energy use>>biomass>>biomass cogen","3",17,744,"supplemental info"
"delivered coal","other industrial energy use>>coal>>coal","3",21,745,"supplemental info"
"elect_td_ind","other industrial energy use>>electricity>>electricity","3",1,746,"supplemental info"
"wholesale gas","other industrial energy use>>gas>>gas","3",14,747,"supplemental info"
"h2 industrial","other industrial energy use>>hydrogen>>hydrogen","3",15,748,"supplemental info"
"h2 wholesale delivery","other industrial energy use>>hydrogen>>hydrogen cogen","3",7,749,"supplemental info"
"refined liquids industrial","other industrial energy use>>refined liquids>>refined liquids","3",16,750,"supplemental info"
"wholesale gas","other industrial feedstocks>>gas>>gas","3",14,751,"supplemental info"
"oil-credits","other industrial feedstocks>>refined liquids>>refined liquids","3",29,752,"supplemental info"
"refined liquids industrial","other industrial feedstocks>>refined liquids>>refined liquids","3",16,752,"supplemental info"
"other industrial energy use","other industry>>other industry>>other industry","3",47,753,"supplemental info"
"other industrial feedstocks","other industry>>other industry>>other industry","3",48,753,"supplemental info"
"delivered biomass","process heat cement>>biomass>>biomass","3",17,754,"supplemental info"
"delivered coal","process heat cement>>coal>>coal","3",21,755,"supplemental info"
"wholesale gas","process heat cement>>gas>>gas","3",14,756,"supplemental info"
"h2 industrial","process heat cement>>hydrogen>>hydrogen","3",15,757,"supplemental info"
"refined liquids industrial","process heat cement>>refined liquids>>refined liquids","3",16,758,"supplemental info"
"refining","refined liquids enduse>>refined liquids enduse>>refined liquids enduse","3",49,759,"supplemental info"
"refining","refined liquids industrial>>refined liquids industrial>>refined liquids industrial","3",49,760,"supplemental info"
"h2 industrial","refining>>biomass liquids>>btl with hydrogen","3",15,761,"supplemental info"
"regional biomass","refining>>biomass liquids>>btl with hydrogen","3",2,761,"supplemental info"
"regional biomass","refining>>biomass liquids>>ft biofuels","3",2,762,"supplemental info"
"regional biomassoil","refining>>biomass liquids>>biodiesel","3",50,763,"supplemental info"
"wholesale gas","refining>>biomass liquids>>biodiesel","3",14,763,"supplemental info"
"regional biomass","refining>>biomass liquids>>cellulosic ethanol","3",2,764,"supplemental info"
"elect_td_ind","refining>>biomass liquids>>corn ethanol","3",1,765,"supplemental info"
"regional corn for ethanol","refining>>biomass liquids>>corn ethanol","3",51,765,"supplemental info"
"wholesale gas","refining>>biomass liquids>>corn ethanol","3",14,765,"supplemental info"
"regional coal","refining>>coal to liquids>>coal to liquids","3",26,766,"supplemental info"
"regional natural gas","refining>>gas to liquids>>gas to liquids","3",3,767,"supplemental info"
"elect_td_ind","refining>>oil refining>>oil refining","3",1,768,"supplemental info"
"regional oil","refining>>oil refining>>oil refining","3",52,768,"supplemental info"
"wholesale gas","refining>>oil refining>>oil refining","3",14,768,"supplemental info"
"total biomass","regional biomass>>regional biomass>>regional biomass","3",53,769,"supplemental info"
"coal","regional coal>>domestic coal>>domestic coal","3",54,770,"supplemental info"
"traded coal","regional coal>>imported coal>>imported coal","3",55,771,"supplemental info"
"crude oil","regional oil>>domestic crude oil>>domestic crude oil","3",56,772,"supplemental info"
"traded oil","regional oil>>imported crude oil>>imported crude oil","3",57,773,"supplemental info"
"elect_td_bld","resid cooling>>electricity>>electricity","3",20,774,"supplemental info"
"traditional biomass","resid heating>>traditional biomass>>traditional biomass","3",58,775,"supplemental info"
"delivered biomass","resid others>>biomass>>biomass","3",17,776,"supplemental info"
"delivered coal","resid others>>coal>>coal","3",21,777,"supplemental info"
"elect_td_bld","resid others>>electricity>>electricity","3",20,778,"supplemental info"
"refined liquids enduse","resid others>>refined liquids>>refined liquids","3",22,779,"supplemental info"
"traditional biomass","resid others>>traditional biomass>>traditional biomass","3",58,780,"supplemental info"
"biomass","total biomass>>domestic biomass>>domestic biomass","3",59,781,"supplemental info"
"traded biomass","total biomass>>imported biomass>>imported biomass","3",60,782,"supplemental info"
"elect_td_trn","trn_aviation_intl>>international aviation>>bev","3",12,783,"supplemental info"
"h2 wholesale dispensing","trn_aviation_intl>>international aviation>>hydrogen","3",9,784,"supplemental info"
"refined liquids enduse","trn_aviation_intl>>international aviation>>liquids","3",22,785,"supplemental info"
"elect_td_trn","trn_freight>>domestic ship>>bev","3",12,786,"supplemental info"
"h2 wholesale dispensing","trn_freight>>domestic ship>>fcev","3",9,787,"supplemental info"
"refined liquids enduse","trn_freight>>domestic ship>>hybrid liquids","3",22,788,"supplemental info"
"refined liquids enduse","trn_freight>>domestic ship>>liquids","3",22,789,"supplemental info"
"elect_td_trn","trn_freight>>freight rail>>bev","3",12,790,"supplemental info"
"delivered coal","trn_freight>>freight rail>>coal","3",21,791,"supplemental info"
"elect_td_trn","trn_freight>>freight rail>>electric","3",12,792,"supplemental info"
"h2 wholesale dispensing","trn_freight>>freight rail>>fcev","3",9,793,"supplemental info"
"refined liquids enduse","trn_freight>>freight rail>>hybrid liquids","3",22,794,"supplemental info"
"refined liquids enduse","trn_freight>>freight rail>>liquids","3",22,795,"supplemental info"
"elect_td_trn","trn_freight_road>>heavy truck>>bev","3",12,796,"supplemental info"
"h2 retail dispensing","trn_freight_road>>heavy truck>>fcev","3",61,797,"supplemental info"
"refined liquids enduse","trn_freight_road>>heavy truck>>hybrid liquids","3",22,798,"supplemental info"
"refined liquids enduse","trn_freight_road>>heavy truck>>liquids","3",22,799,"supplemental info"
"elect_td_trn","trn_freight_road>>light truck>>bev","3",12,800,"supplemental info"
"h2 retail dispensing","trn_freight_road>>light truck>>fcev","3",61,801,"supplemental info"
"refined liquids enduse","trn_freight_road>>light truck>>hybrid liquids","3",22,802,"supplemental info"
"refined liquids enduse","trn_freight_road>>light truck>>liquids","3",22,803,"supplemental info"
"elect_td_trn","trn_freight_road>>medium truck>>bev","3",12,804,"supplemental info"
"h2 retail dispensing","trn_freight_road>>medium truck>>fcev","3",61,805,"supplemental info"
"refined liquids enduse","trn_freight_road>>medium truck>>hybrid liquids","3",22,806,"supplemental info"
"refined liquids enduse","trn_freight_road>>medium truck>>liquids","3",22,807,"supplemental info"
"renewable","trn_pass>>cycle>>cycle","3",62,808,"supplemental info"
"elect_td_trn","trn_pass>>domestic aviation>>bev","3",12,809,"supplemental info"
"h2 wholesale dispensing","trn_pass>>domestic aviation>>hydrogen","3",9,810,"supplemental info"
"refined liquids enduse","trn_pass>>domestic aviation>>liquids","3",22,811,"supplemental info"
"elect_td_trn","trn_pass>>hsr>>electric","3",12,812,"supplemental info"
"elect_td_trn","trn_pass>>passenger rail>>electric","3",12,813,"supplemental info"
"refined liquids enduse","trn_pass>>passenger rail>>liquids","3",22,814,"supplemental info"
"renewable","trn_pass>>walk>>walk","3",62,815,"supplemental info"
"elect_td_trn","trn_pass_road>>bus>>bev","3",12,816,"supplemental info"
"h2 retail dispensing","trn_pass_road>>bus>>fcev","3",61,817,"supplemental info"
"refined liquids enduse","trn_pass_road>>bus>>hybrid liquids","3",22,818,"supplemental info"
"refined liquids enduse","trn_pass_road>>bus>>liquids","3",22,819,"supplemental info"
"elect_td_trn","trn_pass_road_ldv>>2w and 3w>>bev","3",12,820,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv>>2w and 3w>>liquids","3",22,821,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>car>>bev","3",12,822,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>car>>fcev","3",61,823,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>car>>hybrid liquids","3",22,824,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>car>>liquids","3",22,825,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>large car and truck>>bev","3",12,826,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>large car and truck>>fcev","3",61,827,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>large car and truck>>hybrid liquids","3",22,828,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>large car and truck>>liquids","3",22,829,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>mini car>>bev","3",12,830,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>mini car>>fcev","3",61,831,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>mini car>>hybrid liquids","3",22,832,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>mini car>>liquids","3",22,833,"supplemental info"
"elect_td_trn","trn_shipping_intl>>international ship>>bev","3",12,834,"supplemental info"
"h2 wholesale dispensing","trn_shipping_intl>>international ship>>fcev","3",9,835,"supplemental info"
"refined liquids enduse","trn_shipping_intl>>international ship>>hybrid liquids","3",22,836,"supplemental info"
"refined liquids enduse","trn_shipping_intl>>international ship>>liquids","3",22,837,"supplemental info"
"gas pipeline","wholesale gas>>wholesale gas>>wholesale gas","3",27,838,"supplemental info"
"elect_td_ind","agricultural energy use>>stationary>>electricity","3",1,839,"supplemental info"
"wholesale gas","agricultural energy use>>stationary>>gas","3",14,840,"supplemental info"
"delivered biomass","alumina>>biomass>>biomass","3",17,841,"supplemental info"
"delivered coal","alumina>>coal>>coal","3",21,842,"supplemental info"
"wholesale gas","alumina>>gas>>gas","3",14,843,"supplemental info"
"wholesale gas","alumina>>gas>>gas ccs","3",14,844,"supplemental info"
"refined liquids industrial","alumina>>refined liquids>>refined liquids","3",16,845,"supplemental info"
"refined liquids industrial","alumina>>refined liquids>>refined liquids ccs","3",16,846,"supplemental info"
"elect_td_ind","aluminum>>electricity>>electricity","3",1,847,"supplemental info"
"chemical energy use","chemical>>chemical>>chemical","3",63,848,"supplemental info"
"chemical feedstocks","chemical>>chemical>>chemical","3",64,848,"supplemental info"
"delivered biomass","chemical energy use>>biomass>>biomass","3",17,849,"supplemental info"
"elect_td_ind","chemical energy use>>electricity>>electricity","3",1,850,"supplemental info"
"h2 industrial","chemical energy use>>hydrogen>>hydrogen","3",15,851,"supplemental info"
"refined liquids industrial","chemical energy use>>refined liquids>>refined liquids","3",16,852,"supplemental info"
"wholesale gas","chemical feedstocks>>gas>>gas","3",14,853,"supplemental info"
"oil-credits","chemical feedstocks>>refined liquids>>refined liquids","3",29,854,"supplemental info"
"refined liquids industrial","chemical feedstocks>>refined liquids>>refined liquids","3",16,854,"supplemental info"
"delivered biomass","construction energy use>>stationary>>biomass","3",17,855,"supplemental info"
"elect_td_ind","construction energy use>>stationary>>electricity","3",1,856,"supplemental info"
"wholesale gas","construction energy use>>stationary>>gas","3",14,857,"supplemental info"
"wholesale gas","csp_backup>>gas>>csp gas hybrid mode","3",14,858,"supplemental info"
"csp_backup","elec_csp>>csp>>csp (dry_hybrid)","3",65,859,"supplemental info"
"global solar resource","elec_csp>>csp>>csp (dry_hybrid)","3",5,859,"supplemental info"
"csp_backup","elec_csp>>csp>>csp (recirculating)","3",65,860,"supplemental info"
"global solar resource","elec_csp>>csp>>csp (recirculating)","3",5,860,"supplemental info"
"elec_csp","electricity>>solar>>csp","3",66,861,"supplemental info"
"elect_td_ind","iron and steel>>blastfur>>blastfur ccs","3",1,862,"supplemental info"
"refined liquids industrial","iron and steel>>blastfur>>blastfur ccs","3",16,862,"supplemental info"
"wholesale gas","iron and steel>>blastfur>>blastfur ccs","3",14,862,"supplemental info"
"wholesale gas","mining energy use>>stationary>>gas","3",14,863,"supplemental info"
"wholesale gas","other industrial energy use>>gas>>gas cogen","3",14,864,"supplemental info"
"delivered gas","resid others>>gas>>gas","3",13,865,"supplemental info"
"h2 retail delivery","resid others>>gas>>hydrogen","3",23,866,"supplemental info"
"delivered gas","trn_pass_road>>bus>>ng","3",13,867,"supplemental info"
"delivered gas","trn_pass_road_ldv>>2w and 3w>>ng","3",13,868,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>car>>ng","3",13,869,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>large car and truck>>ng","3",13,870,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>mini car>>ng","3",13,871,"supplemental info"
"delivered coal","agricultural energy use>>stationary>>coal","3",21,872,"supplemental info"
"delivered coal","chemical energy use>>coal>>coal","3",21,873,"supplemental info"
"delivered biomass","mining energy use>>stationary>>biomass","3",17,874,"supplemental info"
"delivered coal","mining energy use>>stationary>>coal","3",21,875,"supplemental info"
"delivered biomass","alumina>>biomass>>biomass ccs","3",17,876,"supplemental info"
"wholesale gas","chemical energy use>>gas>>gas","3",14,877,"supplemental info"
"delivered gas","comm cooling>>gas>>gas","3",13,878,"supplemental info"
"delivered biomass","comm heating>>biomass>>biomass","3",17,879,"supplemental info"
"elect_td_bld","comm heating>>electricity>>electricity","3",20,880,"supplemental info"
"delivered gas","comm heating>>gas>>gas","3",13,881,"supplemental info"
"h2 retail delivery","comm heating>>gas>>hydrogen","3",23,882,"supplemental info"
"nuclearfuelgenii","elec_gen_ii_lwr>>gen_ii_lwr>>gen_ii_lwr (once through)","3",67,883,"supplemental info"
"nuclearfuelgenii","elec_gen_ii_lwr>>gen_ii_lwr>>gen_ii_lwr (recirculating)","3",67,884,"supplemental info"
"nuclearfuelgenii","elec_gen_ii_lwr>>gen_ii_lwr>>gen_ii_lwr (seawater)","3",67,885,"supplemental info"
"elec_gen_ii_lwr","electricity>>nuclear>>gen_ii_lwr","3",68,886,"supplemental info"
"delivered biomass","resid heating>>biomass>>biomass","3",17,887,"supplemental info"
"elect_td_bld","resid heating>>electricity>>electricity","3",20,888,"supplemental info"
"delivered gas","resid heating>>gas>>gas","3",13,889,"supplemental info"
"h2 retail delivery","resid heating>>gas>>hydrogen","3",23,890,"supplemental info"
"refined liquids enduse","resid heating>>refined liquids>>refined liquids","3",22,891,"supplemental info"
"delivered coal","alumina>>coal>>coal ccs","3",21,892,"supplemental info"
"delivered coal","construction energy use>>stationary>>coal","3",21,893,"supplemental info"
"delivered coal","other industrial energy use>>coal>>coal cogen","3",21,894,"supplemental info"
"refined liquids industrial","other industrial energy use>>refined liquids>>refined liquids cogen","3",16,895,"supplemental info"
"delivered coal","other industrial feedstocks>>coal>>coal","3",21,896,"supplemental info"
"regional sugar for ethanol","refining>>biomass liquids>>sugar cane ethanol","3",69,897,"supplemental info"
"regional coal","elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (cooling pond)","3",26,898,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (cooling pond)","3",29,899,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (cooling pond)","3",16,899,"supplemental info"
"delivered coal","resid heating>>coal>>coal","3",21,900,"supplemental info"
"delivered coal","n fertilizer>>coal>>coal","3",21,901,"supplemental info"
"district heat","agricultural energy use>>stationary>>heat","3",70,902,"supplemental info"
"district heat","chemical energy use>>heat>>heat","3",70,903,"supplemental info"
"district heat","comm heating>>district heat>>district heat","3",70,904,"supplemental info"
"district heat","comm others>>district heat>>district heat","3",70,905,"supplemental info"
"district heat","construction energy use>>stationary>>heat","3",70,906,"supplemental info"
"delivered biomass","district heat>>biomass>>biomass","3",17,907,"supplemental info"
"delivered coal","district heat>>coal>>coal","3",21,908,"supplemental info"
"wholesale gas","district heat>>gas>>gas","3",14,909,"supplemental info"
"refined liquids industrial","district heat>>refined liquids>>refined liquids","3",16,910,"supplemental info"
"nuclearfuelgeniii","elec_gen_iii>>gen_iii>>gen_iii (cooling pond)","3",4,911,"supplemental info"
"nuclearfuelgenii","elec_gen_ii_lwr>>gen_ii_lwr>>gen_ii_lwr (cooling pond)","3",67,912,"supplemental info"
"regional biomass","elec_biomass (conv)>>biomass (conv)>>biomass (conv) (cooling pond)","3",2,913,"supplemental info"
"wholesale gas","elec_gas (cc)>>gas (cc)>>gas (cc) (cooling pond)","3",14,914,"supplemental info"
"wholesale gas","elec_gas (steam/ct)>>gas (steam/ct)>>gas (steam/ct) (cooling pond)","3",14,915,"supplemental info"
"district heat","mining energy use>>stationary>>heat","3",70,916,"supplemental info"
"district heat","other industrial energy use>>district heat>>district heat","3",70,917,"supplemental info"
"district heat","resid heating>>district heat>>district heat","3",70,918,"supplemental info"
"district heat","resid others>>district heat>>district heat","3",70,919,"supplemental info"
"delivered gas","trn_freight_road>>light truck>>ng","3",13,920,"supplemental info"
"elect_td_trn","trn_pass_road_ldv>>2w and 3w>>la-bev","3",12,921,"supplemental info"
"delivered coal","chemical feedstocks>>coal>>coal","3",21,922,"supplemental info"
"delivered gas","resid cooling>>gas>>gas","3",13,923,"supplemental info"
"natural gas","gas trade statistical differences>>x statistical differences>>x statistical differences","3",71,924,"supplemental info"
"natural gas","traded afr_mide pipeline gas>>x traded afr_mide pipeline gas>>x traded afr_mide pipeline gas","3",71,925,"supplemental info"
"gas trade statistical differences","traded afr_mide pipeline gas>>statistical differences>>statistical differences","3",72,926,"supplemental info"
"natural gas","traded eur pipeline gas>>x traded eur pipeline gas>>x traded eur pipeline gas","3",71,927,"supplemental info"
"gas trade statistical differences","traded eur pipeline gas>>statistical differences>>statistical differences","3",72,928,"supplemental info"
"natural gas","traded la pipeline gas>>x traded la pipeline gas>>x traded la pipeline gas","3",71,929,"supplemental info"
"gas trade statistical differences","traded la pipeline gas>>statistical differences>>statistical differences","3",72,930,"supplemental info"
"natural gas","traded lng>>x traded lng>>x traded lng","3",71,931,"supplemental info"
"gas trade statistical differences","traded lng>>statistical differences>>statistical differences","3",72,932,"supplemental info"
"natural gas","traded n.amer pipeline gas>>x traded n.amer pipeline gas>>x traded n.amer pipeline gas","3",71,933,"supplemental info"
"gas trade statistical differences","traded n.amer pipeline gas>>statistical differences>>statistical differences","3",72,934,"supplemental info"
"natural gas","traded pac pipeline gas>>x traded pac pipeline gas>>x traded pac pipeline gas","3",71,935,"supplemental info"
"gas trade statistical differences","traded pac pipeline gas>>statistical differences>>statistical differences","3",72,936,"supplemental info"
"natural gas","traded rus pipeline gas>>x traded rus pipeline gas>>x traded rus pipeline gas","3",71,937,"supplemental info"
"biomass","traded biomass>>x traded biomass>>x traded biomass","3",59,938,"supplemental info"
"coal","traded coal>>x traded coal>>x traded coal","3",54,939,"supplemental info"
"crude oil","traded oil>>x traded oil>>x traded oil","3",56,940,"supplemental info"
"feedcrops","beef>>mixed>>feedcrops","3",73,941,"supplemental info"
"fodderherb_residue","beef>>mixed>>fodderherb_residue","3",74,942,"supplemental info"
"pasture_foddergrass","beef>>mixed>>pasture_foddergrass","3",75,943,"supplemental info"
"scavenging_other","beef>>mixed>>scavenging_other","3",76,944,"supplemental info"
"pasture_foddergrass","beef>>pastoral>>pasture_foddergrass","3",75,945,"supplemental info"
"scavenging_other","beef>>pastoral>>scavenging_other","3",76,946,"supplemental info"
"feedcrops","dairy>>mixed>>feedcrops","3",73,947,"supplemental info"
"fodderherb_residue","dairy>>mixed>>fodderherb_residue","3",74,948,"supplemental info"
"pasture_foddergrass","dairy>>mixed>>pasture_foddergrass","3",75,949,"supplemental info"
"scavenging_other","dairy>>mixed>>scavenging_other","3",76,950,"supplemental info"
"pasture_foddergrass","dairy>>pastoral>>pasture_foddergrass","3",75,951,"supplemental info"
"scavenging_other","dairy>>pastoral>>scavenging_other","3",76,952,"supplemental info"
"regional corn","feedcrops>>corn>>corn","3",77,953,"supplemental info"
"ddgs and feedcakes","feedcrops>>ddgs and feedcakes>>ddgs and feedcakes","3",78,954,"supplemental info"
"regional fibercrop","feedcrops>>fibercrop>>fibercrop","3",79,955,"supplemental info"
"regional fruits","feedcrops>>fruits>>fruits","3",80,956,"supplemental info"
"regional legumes","feedcrops>>legumes>>legumes","3",81,957,"supplemental info"
"regional misccrop","feedcrops>>misccrop>>misccrop","3",82,958,"supplemental info"
"regional nuts_seeds","feedcrops>>nutsseeds>>nutsseeds","3",83,959,"supplemental info"
"regional oilcrop","feedcrops>>oilcrop>>oilcrop","3",84,960,"supplemental info"
"regional oilpalm","feedcrops>>oilpalm>>oilpalm","3",85,961,"supplemental info"
"regional othergrain","feedcrops>>othergrain>>othergrain","3",86,962,"supplemental info"
"regional rice","feedcrops>>rice>>rice","3",87,963,"supplemental info"
"regional root_tuber","feedcrops>>roottuber>>roottuber","3",88,964,"supplemental info"
"regional soybean","feedcrops>>soybean>>soybean","3",89,965,"supplemental info"
"regional sugarcrop","feedcrops>>sugarcrop>>sugarcrop","3",90,966,"supplemental info"
"regional wheat","feedcrops>>wheat>>wheat","3",91,967,"supplemental info"
"fodderherb","fodderherb_residue>>fodderherb>>fodderherb","3",92,968,"supplemental info"
