"label","level","id","title_long","title","label_logits","label_nologits"
"elec_CSP",1,33,"elec_CSP","Logit: NA","elec_CSP: NA","elec_CSP"
"elec_CSP_storage",1,34,"elec_CSP_storage","Logit: NA","elec_CSP_storage: NA","elec_CSP_storage"
"onshore wind resource",1,35,"onshore wind resource","Logit: NA","onshore wind resource: NA","onshore wind resource"
"offshore wind resource",1,36,"offshore wind resource","Logit: NA","offshore wind resource: NA","offshore wind resource"
"electricity",1,37,"electricity","Logit: -3","electricity: -3","electricity"
"gas processing",1,38,"gas processing","Logit: -6","gas processing: -6","gas processing"
"regional natural gas",1,39,"regional natural gas","Logit: -3","regional natural gas: -3","regional natural gas"
"H2 central production",1,40,"H2 central production","Logit: -3","H2 central production: -3","H2 central production"
"H2 distribution",1,41,"H2 distribution","Logit: -3","H2 distribution: -3","H2 distribution"
"H2 forecourt production",1,42,"H2 forecourt production","Logit: -3","H2 forecourt production: -3","H2 forecourt production"
"elect_td_trn",1,43,"elect_td_trn","Logit: -3","elect_td_trn: -3","elect_td_trn"
"H2 enduse",1,44,"H2 enduse","Logit: -3","H2 enduse: -3","H2 enduse"
"industrial energy use",1,45,"industrial energy use","Logit: -3","industrial energy use: -3","industrial energy use"
"industrial feedstocks",1,46,"industrial feedstocks","Logit: -1","industrial feedstocks: -1","industrial feedstocks"
"regional refined oil",1,47,"regional refined oil","Logit: -3","regional refined oil: -3","regional refined oil"
"regional corn ethanol",1,48,"regional corn ethanol","Logit: -3","regional corn ethanol: -3","regional corn ethanol"
"regional sugar cane ethanol",1,49,"regional sugar cane ethanol","Logit: -3","regional sugar cane ethanol: -3","regional sugar cane ethanol"
"regional oil",1,50,"regional oil","Logit: -6","regional oil: -6","regional oil"
"total biomass",1,51,"total biomass","Logit: NA","total biomass: NA","total biomass"
"coal",1,52,"coal","Logit: NA","coal: NA","coal"
"corn ethanol",1,53,"corn ethanol","Logit: -6","corn ethanol: -6","corn ethanol"
"traded corn ethanol",1,54,"traded corn ethanol","Logit: -3","traded corn ethanol: -3","traded corn ethanol"
"natural gas",1,55,"natural gas","Logit: NA","natural gas: NA","natural gas"
"crude oil",1,56,"crude oil","Logit: NA","crude oil: NA","crude oil"
"traded unconventional oil",1,57,"traded unconventional oil","Logit: -3","traded unconventional oil: -3","traded unconventional oil"
"refining",1,58,"refining","Logit: -6","refining: -6","refining"
"traded refined oil",1,59,"traded refined oil","Logit: -3","traded refined oil: -3","traded refined oil"
"traded sugar cane ethanol",1,60,"traded sugar cane ethanol","Logit: -3","traded sugar cane ethanol: -3","traded sugar cane ethanol"
"traditional biomass",1,61,"traditional biomass","Logit: NA","traditional biomass: NA","traditional biomass"
"biomass",1,62,"biomass","Logit: -3","biomass: -3","biomass"
"traded biomass",1,63,"traded biomass","Logit: NA","traded biomass: NA","traded biomass"
"refined liquids gasoline pool",1,64,"refined liquids gasoline pool","Logit: -6","refined liquids gasoline pool: -6","refined liquids gasoline pool"
"renewable",1,65,"renewable","Logit: NA","renewable: NA","renewable"
"unconventional oil",1,66,"unconventional oil","Logit: NA","unconventional oil: NA","unconventional oil"
"regional biomassOil oilcrop",1,67,"regional biomassOil oilcrop","Logit: -3","regional biomassOil oilcrop: -3","regional biomassOil oilcrop"
"nuclearFuelGenII",1,68,"nuclearFuelGenII","Logit: -3","nuclearFuelGenII: -3","nuclearFuelGenII"
"elec_Gen_II_LWR",1,69,"elec_Gen_II_LWR","Logit: NA","elec_Gen_II_LWR: NA","elec_Gen_II_LWR"
"regional palmfruit biodiesel",1,70,"regional palmfruit biodiesel","Logit: -3","regional palmfruit biodiesel: -3","regional palmfruit biodiesel"
"regional rapeseed biodiesel",1,71,"regional rapeseed biodiesel","Logit: -3","regional rapeseed biodiesel: -3","regional rapeseed biodiesel"
"regional soybean biodiesel",1,72,"regional soybean biodiesel","Logit: -3","regional soybean biodiesel: -3","regional soybean biodiesel"
"traded palmfruit biodiesel",1,73,"traded palmfruit biodiesel","Logit: -3","traded palmfruit biodiesel: -3","traded palmfruit biodiesel"
"traded rapeseed biodiesel",1,74,"traded rapeseed biodiesel","Logit: -3","traded rapeseed biodiesel: -3","traded rapeseed biodiesel"
"soybean biodiesel",1,75,"soybean biodiesel","Logit: -6","soybean biodiesel: -6","soybean biodiesel"
"traded soybean biodiesel",1,76,"traded soybean biodiesel","Logit: -3","traded soybean biodiesel: -3","traded soybean biodiesel"
"regional biomassOil soybean",1,77,"regional biomassOil soybean","Logit: -3","regional biomassOil soybean: -3","regional biomassOil soybean"
"regional biomassOil rapeseed",1,78,"regional biomassOil rapeseed","Logit: -3","regional biomassOil rapeseed: -3","regional biomassOil rapeseed"
"regional oilcrop biodiesel",1,79,"regional oilcrop biodiesel","Logit: -3","regional oilcrop biodiesel: -3","regional oilcrop biodiesel"
"traded oilcrop biodiesel",1,80,"traded oilcrop biodiesel","Logit: -3","traded oilcrop biodiesel: -3","traded oilcrop biodiesel"
"rapeseed biodiesel",1,81,"rapeseed biodiesel","Logit: -6","rapeseed biodiesel: -6","rapeseed biodiesel"
"sugar cane ethanol",1,82,"sugar cane ethanol","Logit: -6","sugar cane ethanol: -6","sugar cane ethanol"
"regional sugar for ethanol",1,83,"regional sugar for ethanol","Logit: -3","regional sugar for ethanol: -3","regional sugar for ethanol"
"regional biomassOil palmfruit",1,84,"regional biomassOil palmfruit","Logit: -3","regional biomassOil palmfruit: -3","regional biomassOil palmfruit"
"palmfruit biodiesel",1,85,"palmfruit biodiesel","Logit: -6","palmfruit biodiesel: -6","palmfruit biodiesel"
"oilcrop biodiesel",1,86,"oilcrop biodiesel","Logit: -6","oilcrop biodiesel: -6","oilcrop biodiesel"
"district heat",1,87,"district heat","Logit: -3","district heat: -3","district heat"
"unconventional oil production",1,88,"unconventional oil production","Logit: -3","unconventional oil production: -3","unconventional oil production"
"Blend Wall Credit",1,89,"Blend Wall Credit","Logit: NA","Blend Wall Credit: NA","Blend Wall Credit"
"water_td_an_C",1,90,"water_td_an_C","Logit: 0","water_td_an_C: 0","water_td_an_C"
"water_td_an_W",1,91,"water_td_an_W","Logit: 0","water_td_an_W: 0","water_td_an_W"
"biophysical water consumption",1,92,"biophysical water consumption","Logit: NA","biophysical water consumption: NA","biophysical water consumption"
"water_td_irr_X_C",1,93,"water_td_irr_X_C","Logit: NA","water_td_irr_X_C: NA","water_td_irr_X_C"
"water_td_irr_X_W",1,94,"water_td_irr_X_W","Logit: NA","water_td_irr_X_W: NA","water_td_irr_X_W"
"water_td_elec_C",1,95,"water_td_elec_C","Logit: 0","water_td_elec_C: 0","water_td_elec_C"
"water_td_elec_W",1,96,"water_td_elec_W","Logit: 0","water_td_elec_W: 0","water_td_elec_W"
"seawater",1,97,"seawater","Logit: NA","seawater: NA","seawater"
"water_td_ind_C",1,98,"water_td_ind_C","Logit: 0","water_td_ind_C: 0","water_td_ind_C"
"water_td_ind_W",1,99,"water_td_ind_W","Logit: 0","water_td_ind_W: 0","water_td_ind_W"
"water_td_dom_C",1,100,"water_td_dom_C","Logit: 0","water_td_dom_C: 0","water_td_dom_C"
"water_td_dom_W",1,101,"water_td_dom_W","Logit: 0","water_td_dom_W: 0","water_td_dom_W"
"water_td_pri_C",1,102,"water_td_pri_C","Logit: 0","water_td_pri_C: 0","water_td_pri_C"
"water_td_pri_W",1,103,"water_td_pri_W","Logit: 0","water_td_pri_W: 0","water_td_pri_W"
"X_water consumption",1,104,"X_water consumption","Logit: NA","X_water consumption: NA","X_water consumption"
"X_water withdrawals",1,105,"X_water withdrawals","Logit: NA","X_water withdrawals: NA","X_water withdrawals"
"desalination",1,106,"desalination","Logit: NA","desalination: NA","desalination"
"trn_pass_road",1,107,"trn_pass_road","Logit: -4","trn_pass_road: -4","trn_pass_road"
"trn_pass_road_LDV",1,108,"trn_pass_road_LDV","Logit: -4","trn_pass_road_LDV: -4","trn_pass_road_LDV"
"trn_pass_road_LDV_4W",1,109,"trn_pass_road_LDV_4W","Logit: -6","trn_pass_road_LDV_4W: -6","trn_pass_road_LDV_4W"
"trn_freight",1,110,"trn_freight","Logit: -2","trn_freight: -2","trn_freight"
"trn_shipping_intl",1,111,"trn_shipping_intl","Logit: -3","trn_shipping_intl: -3","trn_shipping_intl"
"trn_freight_road",1,112,"trn_freight_road","Logit: -1","trn_freight_road: -1","trn_freight_road"
"FeedCrops",1,113,"FeedCrops","Logit: NA","FeedCrops: NA","FeedCrops"
"FodderHerb_Residue",1,114,"FodderHerb_Residue","Logit: NA","FodderHerb_Residue: NA","FodderHerb_Residue"
"Pasture_FodderGrass",1,115,"Pasture_FodderGrass","Logit: NA","Pasture_FodderGrass: NA","Pasture_FodderGrass"
"Scavenging_Other",1,116,"Scavenging_Other","Logit: NA","Scavenging_Other: NA","Scavenging_Other"
"limestone",1,117,"limestone","Logit: NA","limestone: NA","limestone"
"regional corn",1,118,"regional corn","Logit: -3","regional corn: -3","regional corn"
"regional DDGS",1,119,"regional DDGS","Logit: -3","regional DDGS: -3","regional DDGS"
"regional fibercrop",1,120,"regional fibercrop","Logit: -3","regional fibercrop: -3","regional fibercrop"
"regional misccrop",1,121,"regional misccrop","Logit: -3","regional misccrop: -3","regional misccrop"
"regional oilcrop",1,122,"regional oilcrop","Logit: -3","regional oilcrop: -3","regional oilcrop"
"regional oilcrop feedcake",1,123,"regional oilcrop feedcake","Logit: -3","regional oilcrop feedcake: -3","regional oilcrop feedcake"
"regional othergrain",1,124,"regional othergrain","Logit: -3","regional othergrain: -3","regional othergrain"
"regional rapeseed feedcake",1,125,"regional rapeseed feedcake","Logit: -3","regional rapeseed feedcake: -3","regional rapeseed feedcake"
"regional rice",1,126,"regional rice","Logit: -3","regional rice: -3","regional rice"
"regional root_tuber",1,127,"regional root_tuber","Logit: -3","regional root_tuber: -3","regional root_tuber"
"regional soybean",1,128,"regional soybean","Logit: -3","regional soybean: -3","regional soybean"
"regional soybean feedcake",1,129,"regional soybean feedcake","Logit: -3","regional soybean feedcake: -3","regional soybean feedcake"
"regional sugarcrop",1,130,"regional sugarcrop","Logit: -3","regional sugarcrop: -3","regional sugarcrop"
"regional wheat",1,131,"regional wheat","Logit: -3","regional wheat: -3","regional wheat"
"FodderHerb",1,132,"FodderHerb","Logit: -3","FodderHerb: -3","FodderHerb"
"Residue",1,133,"Residue","Logit: NA","Residue: NA","Residue"
"regional beef",1,134,"regional beef","Logit: -3.9","regional beef: -3.9","regional beef"
"regional oilcrop oil",1,135,"regional oilcrop oil","Logit: -3","regional oilcrop oil: -3","regional oilcrop oil"
"regional palmfruit oil",1,136,"regional palmfruit oil","Logit: -3","regional palmfruit oil: -3","regional palmfruit oil"
"regional rapeseed oil",1,137,"regional rapeseed oil","Logit: -3","regional rapeseed oil: -3","regional rapeseed oil"
"regional soybean oil",1,138,"regional soybean oil","Logit: -3","regional soybean oil: -3","regional soybean oil"
"regional dairy",1,139,"regional dairy","Logit: -3.7","regional dairy: -3.7","regional dairy"
"OtherMeat_Fish",1,140,"OtherMeat_Fish","Logit: NA","OtherMeat_Fish: NA","OtherMeat_Fish"
"regional palmfruit",1,141,"regional palmfruit","Logit: -3","regional palmfruit: -3","regional palmfruit"
"regional pork",1,142,"regional pork","Logit: -4.4","regional pork: -4.4","regional pork"
"regional poultry",1,143,"regional poultry","Logit: -4.4","regional poultry: -4.4","regional poultry"
"regional rapeseed",1,144,"regional rapeseed","Logit: -3","regional rapeseed: -3","regional rapeseed"
"regional sheepgoat",1,145,"regional sheepgoat","Logit: -3.9","regional sheepgoat: -3.9","regional sheepgoat"
"regional palmfruit feedcake",1,146,"regional palmfruit feedcake","Logit: -3","regional palmfruit feedcake: -3","regional palmfruit feedcake"
"uranium",1,147,"uranium","Logit: NA","uranium: NA","uranium"
"FodderGrass",1,148,"FodderGrass","Logit: -3","FodderGrass: -3","FodderGrass"
"Pasture",1,149,"Pasture","Logit: -3","Pasture: -3","Pasture"
"Beef",1,150,"Beef","Logit: NA","Beef: NA","Beef"
"traded beef",1,151,"traded beef","Logit: -7.7","traded beef: -7.7","traded beef"
"Corn",1,152,"Corn","Logit: -3","Corn: -3","Corn"
"traded corn",1,153,"traded corn","Logit: -6","traded corn: -6","traded corn"
"Dairy",1,154,"Dairy","Logit: NA","Dairy: NA","Dairy"
"traded dairy",1,155,"traded dairy","Logit: -7.3","traded dairy: -7.3","traded dairy"
"DDGS",1,156,"DDGS","Logit: NA","DDGS: NA","DDGS"
"traded DDGS",1,157,"traded DDGS","Logit: -3","traded DDGS: -3","traded DDGS"
"FiberCrop",1,158,"FiberCrop","Logit: -3","FiberCrop: -3","FiberCrop"
"traded fibercrop",1,159,"traded fibercrop","Logit: -6","traded fibercrop: -6","traded fibercrop"
"MiscCrop",1,160,"MiscCrop","Logit: -3","MiscCrop: -3","MiscCrop"
"traded misccrop",1,161,"traded misccrop","Logit: -6","traded misccrop: -6","traded misccrop"
"OilCrop",1,162,"OilCrop","Logit: -3","OilCrop: -3","OilCrop"
"traded oilcrop",1,163,"traded oilcrop","Logit: -6","traded oilcrop: -6","traded oilcrop"
"OilCrop feedcake",1,164,"OilCrop feedcake","Logit: NA","OilCrop feedcake: NA","OilCrop feedcake"
"traded oilcrop feedcake",1,165,"traded oilcrop feedcake","Logit: -6","traded oilcrop feedcake: -6","traded oilcrop feedcake"
"OilCrop oil",1,166,"OilCrop oil","Logit: -3","OilCrop oil: -3","OilCrop oil"
"traded oilcrop oil",1,167,"traded oilcrop oil","Logit: -6","traded oilcrop oil: -6","traded oilcrop oil"
"OtherGrain",1,168,"OtherGrain","Logit: -3","OtherGrain: -3","OtherGrain"
"traded othergrain",1,169,"traded othergrain","Logit: -6","traded othergrain: -6","traded othergrain"
"PalmFruit",1,170,"PalmFruit","Logit: -3","PalmFruit: -3","PalmFruit"
"PalmFruit feedcake",1,171,"PalmFruit feedcake","Logit: NA","PalmFruit feedcake: NA","PalmFruit feedcake"
"traded palmfruit feedcake",1,172,"traded palmfruit feedcake","Logit: -6","traded palmfruit feedcake: -6","traded palmfruit feedcake"
"PalmFruit oil",1,173,"PalmFruit oil","Logit: -3","PalmFruit oil: -3","PalmFruit oil"
"traded palmfruit oil",1,174,"traded palmfruit oil","Logit: -6","traded palmfruit oil: -6","traded palmfruit oil"
"pork",1,175,"pork","Logit: NA","pork: NA","pork"
"traded pork",1,176,"traded pork","Logit: -8.8","traded pork: -8.8","traded pork"
"poultry",1,177,"poultry","Logit: NA","poultry: NA","poultry"
"traded poultry",1,178,"traded poultry","Logit: -8.8","traded poultry: -8.8","traded poultry"
"Rapeseed",1,179,"Rapeseed","Logit: -3","Rapeseed: -3","Rapeseed"
"traded rapeseed",1,180,"traded rapeseed","Logit: -6","traded rapeseed: -6","traded rapeseed"
"Rapeseed feedcake",1,181,"Rapeseed feedcake","Logit: NA","Rapeseed feedcake: NA","Rapeseed feedcake"
"traded rapeseed feedcake",1,182,"traded rapeseed feedcake","Logit: -6","traded rapeseed feedcake: -6","traded rapeseed feedcake"
"Rapeseed oil",1,183,"Rapeseed oil","Logit: -3","Rapeseed oil: -3","Rapeseed oil"
"traded rapeseed oil",1,184,"traded rapeseed oil","Logit: -6","traded rapeseed oil: -6","traded rapeseed oil"
"Rice",1,185,"Rice","Logit: -3","Rice: -3","Rice"
"traded rice",1,186,"traded rice","Logit: -6","traded rice: -6","traded rice"
"RootTuber",1,187,"RootTuber","Logit: -3","RootTuber: -3","RootTuber"
"traded root_tuber",1,188,"traded root_tuber","Logit: -6","traded root_tuber: -6","traded root_tuber"
"SheepGoat",1,189,"SheepGoat","Logit: NA","SheepGoat: NA","SheepGoat"
"traded sheepgoat",1,190,"traded sheepgoat","Logit: -7.7","traded sheepgoat: -7.7","traded sheepgoat"
"Soybean",1,191,"Soybean","Logit: -3","Soybean: -3","Soybean"
"traded soybean",1,192,"traded soybean","Logit: -6","traded soybean: -6","traded soybean"
"Soybean feedcake",1,193,"Soybean feedcake","Logit: NA","Soybean feedcake: NA","Soybean feedcake"
"traded soybean feedcake",1,194,"traded soybean feedcake","Logit: -6","traded soybean feedcake: -6","traded soybean feedcake"
"Soybean oil",1,195,"Soybean oil","Logit: -3","Soybean oil: -3","Soybean oil"
"traded soybean oil",1,196,"traded soybean oil","Logit: -6","traded soybean oil: -6","traded soybean oil"
"SugarCrop",1,197,"SugarCrop","Logit: -3","SugarCrop: -3","SugarCrop"
"traded sugarcrop",1,198,"traded sugarcrop","Logit: -6","traded sugarcrop: -6","traded sugarcrop"
"Wheat",1,199,"Wheat","Logit: -3","Wheat: -3","Wheat"
"traded wheat",1,200,"traded wheat","Logit: -6","traded wheat: -6","traded wheat"
"Scavenging_Other_Rsrc",1,201,"Scavenging_Other_Rsrc","Logit: NA","Scavenging_Other_Rsrc: NA","Scavenging_Other_Rsrc"
"traded palmfruit",1,202,"traded palmfruit","Logit: -6","traded palmfruit: -6","traded palmfruit"
"N fertilizer",1,203,"N fertilizer","Logit: -3","N fertilizer: -3","N fertilizer"
"land-input",1,204,"land-input","Logit: NA","land-input: NA","land-input"
"misc emissions sources",1,205,"misc emissions sources","Logit: NA","misc emissions sources: NA","misc emissions sources"
"industrial processes",1,206,"industrial processes","Logit: 0","industrial processes: 0","industrial processes"
"NonFoodDemand_Forest",1,207,"NonFoodDemand_Forest","Logit: NA","NonFoodDemand_Forest: NA","NonFoodDemand_Forest"
"cement",1,208,"cement","Logit: -3","cement: -3","cement"
"comm cooling",1,209,"comm cooling","Logit: -3","comm cooling: -3","comm cooling"
"comm heating",1,210,"comm heating","Logit: -3","comm heating: -3","comm heating"
"comm others",1,211,"comm others","Logit: -3","comm others: -3","comm others"
"industry",1,212,"industry","Logit: -3","industry: -3","industry"
"resid cooling",1,213,"resid cooling","Logit: -3","resid cooling: -3","resid cooling"
"resid heating",1,214,"resid heating","Logit: -3","resid heating: -3","resid heating"
"resid others",1,215,"resid others","Logit: -3","resid others: -3","resid others"
"trn_aviation_intl",1,216,"trn_aviation_intl","Logit: -3","trn_aviation_intl: -3","trn_aviation_intl"
"trn_pass",1,217,"trn_pass","Logit: -2","trn_pass: -2","trn_pass"
"municipal water",1,218,"municipal water","Logit: 0","municipal water: 0","municipal water"
"FoodDemand_NonStaples",1,219,"FoodDemand_NonStaples","Logit: NA","FoodDemand_NonStaples: NA","FoodDemand_NonStaples"
"FoodDemand_Staples",1,220,"FoodDemand_Staples","Logit: NA","FoodDemand_Staples: NA","FoodDemand_Staples"
"NonFoodDemand_Crops",1,221,"NonFoodDemand_Crops","Logit: NA","NonFoodDemand_Crops: NA","NonFoodDemand_Crops"
"NonFoodDemand_Meat",1,222,"NonFoodDemand_Meat","Logit: NA","NonFoodDemand_Meat: NA","NonFoodDemand_Meat"
"Exports_fertilizer",1,223,"Exports_fertilizer","Logit: -3","Exports_fertilizer: -3","Exports_fertilizer"
"UnmanagedLand",1,224,"UnmanagedLand","Logit: NA","UnmanagedLand: NA","UnmanagedLand"
"urban processes",1,225,"urban processes","Logit: 0","urban processes: 0","urban processes"
"Forest",2,226,"NonFoodDemand_Forest>>Forest","Logit: -6","Forest: -6","Forest"
"gas",2,227,"backup_electricity>>gas","Logit: NA","gas: NA","gas"
"biomassGrass_X",2,228,"biomass>>biomassGrass_X","Logit: NA","biomassGrass_X: NA","biomassGrass_X"
"biomassTree_X",2,229,"biomass>>biomassTree_X","Logit: NA","biomassTree_X: NA","biomassTree_X"
"cement",2,230,"cement>>cement","Logit: NA","cement: NA","cement"
"electricity",2,231,"comm cooling>>electricity","Logit: NA","electricity: NA","electricity"
"coal",2,232,"comm heating>>coal","Logit: NA","coal: NA","coal"
"refined liquids",2,233,"comm heating>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"biomass",2,234,"comm others>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,235,"comm others>>coal","Logit: NA","coal: NA","coal"
"electricity",2,236,"comm others>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,237,"comm others>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,238,"comm others>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"Corn_X",2,239,"Corn>>Corn_X","Logit: NA","Corn_X: NA","Corn_X"
"corn ethanol",2,240,"corn ethanol>>corn ethanol","Logit: NA","corn ethanol: NA","corn ethanol"
"gas",2,241,"csp_backup>>gas","Logit: NA","gas: NA","gas"
"delivered biomass",2,242,"delivered biomass>>delivered biomass","Logit: NA","delivered biomass: NA","delivered biomass"
"delivered coal",2,243,"delivered coal>>delivered coal","Logit: NA","delivered coal: NA","delivered coal"
"delivered gas",2,244,"delivered gas>>delivered gas","Logit: NA","delivered gas: NA","delivered gas"
"biomass (conv)",2,245,"elec_biomass (conv)>>biomass (conv)","Logit: NA","biomass (conv): NA","biomass (conv)"
"biomass (IGCC)",2,246,"elec_biomass (IGCC)>>biomass (IGCC)","Logit: NA","biomass (IGCC): NA","biomass (IGCC)"
"coal (conv pul)",2,247,"elec_coal (conv pul)>>coal (conv pul)","Logit: NA","coal (conv pul): NA","coal (conv pul)"
"coal (IGCC)",2,248,"elec_coal (IGCC)>>coal (IGCC)","Logit: NA","coal (IGCC): NA","coal (IGCC)"
"CSP",2,249,"elec_CSP>>CSP","Logit: NA","CSP: NA","CSP"
"CSP_storage",2,250,"elec_CSP_storage>>CSP_storage","Logit: NA","CSP_storage: NA","CSP_storage"
"gas (CC)",2,251,"elec_gas (CC)>>gas (CC)","Logit: NA","gas (CC): NA","gas (CC)"
"gas (steam/CT)",2,252,"elec_gas (steam/CT)>>gas (steam/CT)","Logit: NA","gas (steam/CT): NA","gas (steam/CT)"
"Gen_III",2,253,"elec_Gen_III>>Gen_III","Logit: NA","Gen_III: NA","Gen_III"
"geothermal",2,254,"elec_geothermal>>geothermal","Logit: NA","geothermal: NA","geothermal"
"refined liquids (CC)",2,255,"elec_refined liquids (CC)>>refined liquids (CC)","Logit: NA","refined liquids (CC): NA","refined liquids (CC)"
"refined liquids (steam/CT)",2,256,"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","Logit: NA","refined liquids (steam/CT): NA","refined liquids (steam/CT)"
"elect_td_bld",2,257,"elect_td_bld>>elect_td_bld","Logit: NA","elect_td_bld: NA","elect_td_bld"
"rooftop_pv",2,258,"elect_td_bld>>rooftop_pv","Logit: NA","rooftop_pv: NA","rooftop_pv"
"elect_td_ind",2,259,"elect_td_ind>>elect_td_ind","Logit: NA","elect_td_ind: NA","elect_td_ind"
"elect_td_trn",2,260,"elect_td_trn>>elect_td_trn","Logit: NA","elect_td_trn: NA","elect_td_trn"
"biomass",2,261,"electricity>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,262,"electricity>>coal","Logit: NA","coal: NA","coal"
"gas",2,263,"electricity>>gas","Logit: NA","gas: NA","gas"
"geothermal",2,264,"electricity>>geothermal","Logit: NA","geothermal: NA","geothermal"
"nuclear",2,265,"electricity>>nuclear","Logit: NA","nuclear: NA","nuclear"
"refined liquids",2,266,"electricity>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"solar",2,267,"electricity>>solar","Logit: NA","solar: NA","solar"
"wind",2,268,"electricity>>wind","Logit: NA","wind: NA","wind"
"electricity_net_ownuse",2,269,"electricity_net_ownuse>>electricity_net_ownuse","Logit: NA","electricity_net_ownuse: NA","electricity_net_ownuse"
"FiberCrop_X",2,270,"FiberCrop>>FiberCrop_X","Logit: NA","FiberCrop_X: NA","FiberCrop_X"
"FodderGrass_X",2,271,"FodderGrass>>FodderGrass_X","Logit: NA","FodderGrass_X: NA","FodderGrass_X"
"FodderHerb_X",2,272,"FodderHerb>>FodderHerb_X","Logit: NA","FodderHerb_X: NA","FodderHerb_X"
"gas pipeline",2,273,"gas pipeline>>gas pipeline","Logit: NA","gas pipeline: NA","gas pipeline"
"biomass gasification",2,274,"gas processing>>biomass gasification","Logit: NA","biomass gasification: NA","biomass gasification"
"coal gasification",2,275,"gas processing>>coal gasification","Logit: NA","coal gasification: NA","coal gasification"
"natural gas",2,276,"gas processing>>natural gas","Logit: NA","natural gas: NA","natural gas"
"biomass",2,277,"H2 central production>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,278,"H2 central production>>coal","Logit: NA","coal: NA","coal"
"electricity",2,279,"H2 central production>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,280,"H2 central production>>gas","Logit: NA","gas: NA","gas"
"nuclear",2,281,"H2 central production>>nuclear","Logit: NA","nuclear: NA","nuclear"
