"label","level","id","title_long","title","label_logits","label_nologits"
"solar",2,282,"H2 central production>>solar","Logit: NA","solar: NA","solar"
"wind",2,283,"H2 central production>>wind","Logit: NA","wind: NA","wind"
"H2 distribution",2,284,"H2 distribution>>H2 distribution","Logit: NA","H2 distribution: NA","H2 distribution"
"H2 distribution",2,285,"H2 enduse>>H2 distribution","Logit: NA","H2 distribution: NA","H2 distribution"
"H2 forecourt production",2,286,"H2 enduse>>H2 forecourt production","Logit: NA","H2 forecourt production: NA","H2 forecourt production"
"electricity",2,287,"H2 forecourt production>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,288,"H2 forecourt production>>gas","Logit: NA","gas: NA","gas"
"biomass",2,289,"industrial energy use>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,290,"industrial energy use>>coal","Logit: NA","coal: NA","coal"
"electricity",2,291,"industrial energy use>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,292,"industrial energy use>>gas","Logit: NA","gas: NA","gas"
"hydrogen",2,293,"industrial energy use>>hydrogen","Logit: NA","hydrogen: NA","hydrogen"
"refined liquids",2,294,"industrial energy use>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"gas",2,295,"industrial feedstocks>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,296,"industrial feedstocks>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"industry",2,297,"industry>>industry","Logit: NA","industry: NA","industry"
"MiscCrop_X",2,298,"MiscCrop>>MiscCrop_X","Logit: NA","MiscCrop_X: NA","MiscCrop_X"
"gas",2,299,"N fertilizer>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,300,"N fertilizer>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"OilCrop_X",2,301,"OilCrop>>OilCrop_X","Logit: NA","OilCrop_X: NA","OilCrop_X"
"OtherGrain_X",2,302,"OtherGrain>>OtherGrain_X","Logit: NA","OtherGrain_X: NA","OtherGrain_X"
"PalmFruit_X",2,303,"PalmFruit>>PalmFruit_X","Logit: NA","PalmFruit_X: NA","PalmFruit_X"
"biomass",2,304,"process heat cement>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,305,"process heat cement>>coal","Logit: NA","coal: NA","coal"
"gas",2,306,"process heat cement>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,307,"process heat cement>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"Rapeseed_X",2,308,"Rapeseed>>Rapeseed_X","Logit: NA","Rapeseed_X: NA","Rapeseed_X"
"refined oil",2,309,"refined liquids enduse>>refined oil","Logit: NA","refined oil: NA","refined oil"
"ethanol",2,310,"refined liquids gasoline pool>>ethanol","Logit: NA","ethanol: NA","ethanol"
"refining",2,311,"refined liquids gasoline pool>>refining","Logit: NA","refining: NA","refining"
"refined liquids industrial",2,312,"refined liquids industrial>>refined liquids industrial","Logit: NA","refined liquids industrial: NA","refined liquids industrial"
"coal to liquids",2,313,"refining>>coal to liquids","Logit: NA","coal to liquids: NA","coal to liquids"
"gas to liquids",2,314,"refining>>gas to liquids","Logit: NA","gas to liquids: NA","gas to liquids"
"oil refining",2,315,"refining>>oil refining","Logit: NA","oil refining: NA","oil refining"
"regional biomass",2,316,"regional biomass>>regional biomass","Logit: -6","regional biomass: -6","regional biomass"
"regional coal",2,317,"regional coal>>regional coal","Logit: NA","regional coal: NA","regional coal"
"domestic corn ethanol",2,318,"regional corn ethanol>>domestic corn ethanol","Logit: NA","domestic corn ethanol: NA","domestic corn ethanol"
"imported corn ethanol",2,319,"regional corn ethanol>>imported corn ethanol","Logit: NA","imported corn ethanol: NA","imported corn ethanol"
"regional natural gas",2,320,"regional natural gas>>regional natural gas","Logit: NA","regional natural gas: NA","regional natural gas"
"crude oil",2,321,"regional oil>>crude oil","Logit: NA","crude oil: NA","crude oil"
"unconventional oil",2,322,"regional oil>>unconventional oil","Logit: NA","unconventional oil: NA","unconventional oil"
"domestic refined oil",2,323,"regional refined oil>>domestic refined oil","Logit: NA","domestic refined oil: NA","domestic refined oil"
"imported refined oil",2,324,"regional refined oil>>imported refined oil","Logit: NA","imported refined oil: NA","imported refined oil"
"imported sugar cane ethanol",2,325,"regional sugar cane ethanol>>imported sugar cane ethanol","Logit: NA","imported sugar cane ethanol: NA","imported sugar cane ethanol"
"electricity",2,326,"resid cooling>>electricity","Logit: NA","electricity: NA","electricity"
"traditional biomass",2,327,"resid heating>>traditional biomass","Logit: NA","traditional biomass: NA","traditional biomass"
"biomass",2,328,"resid others>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,329,"resid others>>coal","Logit: NA","coal: NA","coal"
"electricity",2,330,"resid others>>electricity","Logit: NA","electricity: NA","electricity"
"refined liquids",2,331,"resid others>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"traditional biomass",2,332,"resid others>>traditional biomass","Logit: NA","traditional biomass: NA","traditional biomass"
"Rice_X",2,333,"Rice>>Rice_X","Logit: NA","Rice_X: NA","Rice_X"
"RootTuber_X",2,334,"RootTuber>>RootTuber_X","Logit: NA","RootTuber_X: NA","RootTuber_X"
"Soybean_X",2,335,"Soybean>>Soybean_X","Logit: NA","Soybean_X: NA","Soybean_X"
"SugarCrop_X",2,336,"SugarCrop>>SugarCrop_X","Logit: NA","SugarCrop_X: NA","SugarCrop_X"
"domestic biomass",2,337,"total biomass>>domestic biomass","Logit: -3","domestic biomass: -3","domestic biomass"
"imported biomass",2,338,"total biomass>>imported biomass","Logit: NA","imported biomass: NA","imported biomass"
"International Aviation",2,339,"trn_aviation_intl>>International Aviation","Logit: NA","International Aviation: NA","International Aviation"
"Domestic Ship",2,340,"trn_freight>>Domestic Ship","Logit: NA","Domestic Ship: NA","Domestic Ship"
"Freight Rail",2,341,"trn_freight>>Freight Rail","Logit: NA","Freight Rail: NA","Freight Rail"
"Heavy truck",2,342,"trn_freight_road>>Heavy truck","Logit: NA","Heavy truck: NA","Heavy truck"
"Light truck",2,343,"trn_freight_road>>Light truck","Logit: NA","Light truck: NA","Light truck"
"Medium truck",2,344,"trn_freight_road>>Medium truck","Logit: NA","Medium truck: NA","Medium truck"
"Cycle",2,345,"trn_pass>>Cycle","Logit: NA","Cycle: NA","Cycle"
"Domestic Aviation",2,346,"trn_pass>>Domestic Aviation","Logit: NA","Domestic Aviation: NA","Domestic Aviation"
"HSR",2,347,"trn_pass>>HSR","Logit: NA","HSR: NA","HSR"
"Passenger Rail",2,348,"trn_pass>>Passenger Rail","Logit: NA","Passenger Rail: NA","Passenger Rail"
"Walk",2,349,"trn_pass>>Walk","Logit: NA","Walk: NA","Walk"
"Bus",2,350,"trn_pass_road>>Bus","Logit: NA","Bus: NA","Bus"
"2W and 3W",2,351,"trn_pass_road_LDV>>2W and 3W","Logit: NA","2W and 3W: NA","2W and 3W"
"Car",2,352,"trn_pass_road_LDV_4W>>Car","Logit: NA","Car: NA","Car"
"Large Car and Truck",2,353,"trn_pass_road_LDV_4W>>Large Car and Truck","Logit: NA","Large Car and Truck: NA","Large Car and Truck"
"Mini Car",2,354,"trn_pass_road_LDV_4W>>Mini Car","Logit: NA","Mini Car: NA","Mini Car"
"International Ship",2,355,"trn_shipping_intl>>International Ship","Logit: NA","International Ship: NA","International Ship"
"unconventional oil production",2,356,"unconventional oil production>>unconventional oil production","Logit: NA","unconventional oil production: NA","unconventional oil production"
"Wheat_X",2,357,"Wheat>>Wheat_X","Logit: NA","Wheat_X: NA","Wheat_X"
"wholesale gas",2,358,"wholesale gas>>wholesale gas","Logit: NA","wholesale gas: NA","wholesale gas"
"oilcrop biodiesel",2,359,"oilcrop biodiesel>>oilcrop biodiesel","Logit: NA","oilcrop biodiesel: NA","oilcrop biodiesel"
"gas",2,360,"resid others>>gas","Logit: NA","gas: NA","gas"
"gas",2,361,"comm cooling>>gas","Logit: NA","gas: NA","gas"
"biomass",2,362,"comm heating>>biomass","Logit: NA","biomass: NA","biomass"
"electricity",2,363,"comm heating>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,364,"comm heating>>gas","Logit: NA","gas: NA","gas"
"Gen_II_LWR",2,365,"elec_Gen_II_LWR>>Gen_II_LWR","Logit: NA","Gen_II_LWR: NA","Gen_II_LWR"
"biodiesel",2,366,"refined liquids enduse>>biodiesel","Logit: NA","biodiesel: NA","biodiesel"
"imported palmfruit biodiesel",2,367,"regional palmfruit biodiesel>>imported palmfruit biodiesel","Logit: NA","imported palmfruit biodiesel: NA","imported palmfruit biodiesel"
"imported rapeseed biodiesel",2,368,"regional rapeseed biodiesel>>imported rapeseed biodiesel","Logit: NA","imported rapeseed biodiesel: NA","imported rapeseed biodiesel"
"domestic soybean biodiesel",2,369,"regional soybean biodiesel>>domestic soybean biodiesel","Logit: NA","domestic soybean biodiesel: NA","domestic soybean biodiesel"
"imported soybean biodiesel",2,370,"regional soybean biodiesel>>imported soybean biodiesel","Logit: NA","imported soybean biodiesel: NA","imported soybean biodiesel"
"biomass",2,371,"resid heating>>biomass","Logit: NA","biomass: NA","biomass"
"electricity",2,372,"resid heating>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,373,"resid heating>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,374,"resid heating>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"soybean biodiesel",2,375,"soybean biodiesel>>soybean biodiesel","Logit: NA","soybean biodiesel: NA","soybean biodiesel"
"rapeseed biodiesel",2,376,"rapeseed biodiesel>>rapeseed biodiesel","Logit: NA","rapeseed biodiesel: NA","rapeseed biodiesel"
"imported oilcrop biodiesel",2,377,"regional oilcrop biodiesel>>imported oilcrop biodiesel","Logit: NA","imported oilcrop biodiesel: NA","imported oilcrop biodiesel"
"domestic rapeseed biodiesel",2,378,"regional rapeseed biodiesel>>domestic rapeseed biodiesel","Logit: NA","domestic rapeseed biodiesel: NA","domestic rapeseed biodiesel"
"coal",2,379,"industrial feedstocks>>coal","Logit: NA","coal: NA","coal"
"domestic sugar cane ethanol",2,380,"regional sugar cane ethanol>>domestic sugar cane ethanol","Logit: NA","domestic sugar cane ethanol: NA","domestic sugar cane ethanol"
"sugar cane ethanol",2,381,"sugar cane ethanol>>sugar cane ethanol","Logit: NA","sugar cane ethanol: NA","sugar cane ethanol"
"palmfruit biodiesel",2,382,"palmfruit biodiesel>>palmfruit biodiesel","Logit: NA","palmfruit biodiesel: NA","palmfruit biodiesel"
"domestic palmfruit biodiesel",2,383,"regional palmfruit biodiesel>>domestic palmfruit biodiesel","Logit: NA","domestic palmfruit biodiesel: NA","domestic palmfruit biodiesel"
"domestic oilcrop biodiesel",2,384,"regional oilcrop biodiesel>>domestic oilcrop biodiesel","Logit: NA","domestic oilcrop biodiesel: NA","domestic oilcrop biodiesel"
"coal",2,385,"resid heating>>coal","Logit: NA","coal: NA","coal"
"district heat",2,386,"comm heating>>district heat","Logit: NA","district heat: NA","district heat"
"district heat",2,387,"comm others>>district heat","Logit: NA","district heat: NA","district heat"
"biomass",2,388,"district heat>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,389,"district heat>>coal","Logit: NA","coal: NA","coal"
"gas",2,390,"district heat>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,391,"district heat>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"district heat",2,392,"industrial energy use>>district heat","Logit: NA","district heat: NA","district heat"
"coal",2,393,"N fertilizer>>coal","Logit: NA","coal: NA","coal"
"district heat",2,394,"resid heating>>district heat","Logit: NA","district heat: NA","district heat"
"district heat",2,395,"resid others>>district heat","Logit: NA","district heat: NA","district heat"
"gas",2,396,"resid cooling>>gas","Logit: NA","gas: NA","gas"
"regional biomassOil soybean",2,397,"regional biomassOil soybean>>regional biomassOil soybean","Logit: NA","regional biomassOil soybean: NA","regional biomassOil soybean"
"X traded biomass",2,398,"traded biomass>>X traded biomass","Logit: NA","X traded biomass: NA","X traded biomass"
"X traded corn ethanol",2,399,"traded corn ethanol>>X traded corn ethanol","Logit: NA","X traded corn ethanol: NA","X traded corn ethanol"
"X traded oilcrop biodiesel",2,400,"traded oilcrop biodiesel>>X traded oilcrop biodiesel","Logit: NA","X traded oilcrop biodiesel: NA","X traded oilcrop biodiesel"
"X traded palmfruit biodiesel",2,401,"traded palmfruit biodiesel>>X traded palmfruit biodiesel","Logit: NA","X traded palmfruit biodiesel: NA","X traded palmfruit biodiesel"
"X traded rapeseed biodiesel",2,402,"traded rapeseed biodiesel>>X traded rapeseed biodiesel","Logit: NA","X traded rapeseed biodiesel: NA","X traded rapeseed biodiesel"
"X traded refined oil",2,403,"traded refined oil>>X traded refined oil","Logit: NA","X traded refined oil: NA","X traded refined oil"
"X traded soybean biodiesel",2,404,"traded soybean biodiesel>>X traded soybean biodiesel","Logit: NA","X traded soybean biodiesel: NA","X traded soybean biodiesel"
"X traded sugar cane ethanol",2,405,"traded sugar cane ethanol>>X traded sugar cane ethanol","Logit: NA","X traded sugar cane ethanol: NA","X traded sugar cane ethanol"
"X unconventional oil",2,406,"traded unconventional oil>>X unconventional oil","Logit: NA","X unconventional oil: NA","X unconventional oil"
"Mixed",2,407,"Beef>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Pastoral",2,408,"Beef>>Pastoral","Logit: NA","Pastoral: NA","Pastoral"
"Mixed",2,409,"Dairy>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Pastoral",2,410,"Dairy>>Pastoral","Logit: NA","Pastoral: NA","Pastoral"
"hydro",2,411,"electricity>>hydro","Logit: NA","hydro: NA","hydro"
"municipal water",2,412,"municipal water>>municipal water","Logit: NA","municipal water: NA","municipal water"
"enrichedUranium",2,413,"nuclearFuelGenIII>>enrichedUranium","Logit: NA","enrichedUranium: NA","enrichedUranium"
"Mixed",2,414,"pork>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Mixed",2,415,"poultry>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Mixed",2,416,"SheepGoat>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Pastoral",2,417,"SheepGoat>>Pastoral","Logit: NA","Pastoral: NA","Pastoral"
"X",2,418,"water_td_an_C>>X","Logit: NA","X: NA","X"
"X",2,419,"water_td_an_W>>X","Logit: NA","X: NA","X"
"X",2,420,"water_td_dom_C>>X","Logit: NA","X: NA","X"
"X",2,421,"water_td_dom_W>>X","Logit: NA","X: NA","X"
"X",2,422,"water_td_elec_C>>X","Logit: NA","X: NA","X"
"X",2,423,"water_td_elec_W>>X","Logit: NA","X: NA","X"
"X",2,424,"water_td_ind_C>>X","Logit: NA","X: NA","X"
"X",2,425,"water_td_ind_W>>X","Logit: NA","X: NA","X"
"X",2,426,"water_td_irr_X_C>>X","Logit: NA","X: NA","X"
"X",2,427,"water_td_irr_X_W>>X","Logit: NA","X: NA","X"
"X",2,428,"water_td_pri_C>>X","Logit: NA","X: NA","X"
"X",2,429,"water_td_pri_W>>X","Logit: NA","X: NA","X"
"enrichedUranium",2,430,"nuclearFuelGenII>>enrichedUranium","Logit: NA","enrichedUranium: NA","enrichedUranium"
"road",2,431,"trn_pass>>road","Logit: NA","road: NA","road"
"LDV",2,432,"trn_pass_road>>LDV","Logit: NA","LDV: NA","LDV"
"4W",2,433,"trn_pass_road_LDV>>4W","Logit: NA","4W: NA","4W"
"Corn",2,434,"FeedCrops>>Corn","Logit: -6","Corn: -6","Corn"
"FiberCrop",2,435,"FeedCrops>>FiberCrop","Logit: NA","FiberCrop: NA","FiberCrop"
"MiscCrop",2,436,"FeedCrops>>MiscCrop","Logit: NA","MiscCrop: NA","MiscCrop"
"OilCrop",2,437,"FeedCrops>>OilCrop","Logit: NA","OilCrop: NA","OilCrop"
"OtherGrain",2,438,"FeedCrops>>OtherGrain","Logit: NA","OtherGrain: NA","OtherGrain"
"Rice",2,439,"FeedCrops>>Rice","Logit: NA","Rice: NA","Rice"
"RootTuber",2,440,"FeedCrops>>RootTuber","Logit: NA","RootTuber: NA","RootTuber"
"Soybean",2,441,"FeedCrops>>Soybean","Logit: NA","Soybean: NA","Soybean"
"SugarCrop",2,442,"FeedCrops>>SugarCrop","Logit: NA","SugarCrop: NA","SugarCrop"
"Wheat",2,443,"FeedCrops>>Wheat","Logit: NA","Wheat: NA","Wheat"
"BlendVegOil",2,444,"FoodDemand_NonStaples>>BlendVegOil","Logit: NA","BlendVegOil: NA","BlendVegOil"
"FiberCrop",2,445,"FoodDemand_NonStaples>>FiberCrop","Logit: -6","FiberCrop: -6","FiberCrop"
"MiscCrop",2,446,"FoodDemand_NonStaples>>MiscCrop","Logit: NA","MiscCrop: NA","MiscCrop"
"OilCrop",2,447,"FoodDemand_NonStaples>>OilCrop","Logit: NA","OilCrop: NA","OilCrop"
"PalmFruit",2,448,"FoodDemand_NonStaples>>PalmFruit","Logit: NA","PalmFruit: NA","PalmFruit"
"Rapeseed",2,449,"FoodDemand_NonStaples>>Rapeseed","Logit: NA","Rapeseed: NA","Rapeseed"
"Soybean",2,450,"FoodDemand_NonStaples>>Soybean","Logit: NA","Soybean: NA","Soybean"
"SugarCrop",2,451,"FoodDemand_NonStaples>>SugarCrop","Logit: NA","SugarCrop: NA","SugarCrop"
"Corn",2,452,"FoodDemand_Staples>>Corn","Logit: -6","Corn: -6","Corn"
"OtherGrain",2,453,"FoodDemand_Staples>>OtherGrain","Logit: NA","OtherGrain: NA","OtherGrain"
"Rice",2,454,"FoodDemand_Staples>>Rice","Logit: NA","Rice: NA","Rice"
"RootTuber",2,455,"FoodDemand_Staples>>RootTuber","Logit: NA","RootTuber: NA","RootTuber"
"Wheat",2,456,"FoodDemand_Staples>>Wheat","Logit: NA","Wheat: NA","Wheat"
"Corn",2,457,"NonFoodDemand_Crops>>Corn","Logit: -6","Corn: -6","Corn"
"FiberCrop",2,458,"NonFoodDemand_Crops>>FiberCrop","Logit: NA","FiberCrop: NA","FiberCrop"
"MiscCrop",2,459,"NonFoodDemand_Crops>>MiscCrop","Logit: NA","MiscCrop: NA","MiscCrop"
"OilCrop",2,460,"NonFoodDemand_Crops>>OilCrop","Logit: NA","OilCrop: NA","OilCrop"
"OilCrop oil",2,461,"NonFoodDemand_Crops>>OilCrop oil","Logit: NA","OilCrop oil: NA","OilCrop oil"
"OtherGrain",2,462,"NonFoodDemand_Crops>>OtherGrain","Logit: NA","OtherGrain: NA","OtherGrain"
"PalmFruit",2,463,"NonFoodDemand_Crops>>PalmFruit","Logit: NA","PalmFruit: NA","PalmFruit"
"PalmFruit oil",2,464,"NonFoodDemand_Crops>>PalmFruit oil","Logit: NA","PalmFruit oil: NA","PalmFruit oil"
"Rapeseed",2,465,"NonFoodDemand_Crops>>Rapeseed","Logit: NA","Rapeseed: NA","Rapeseed"
"Rapeseed oil",2,466,"NonFoodDemand_Crops>>Rapeseed oil","Logit: NA","Rapeseed oil: NA","Rapeseed oil"
"Rice",2,467,"NonFoodDemand_Crops>>Rice","Logit: NA","Rice: NA","Rice"
"RootTuber",2,468,"NonFoodDemand_Crops>>RootTuber","Logit: NA","RootTuber: NA","RootTuber"
"Soybean",2,469,"NonFoodDemand_Crops>>Soybean","Logit: NA","Soybean: NA","Soybean"
"Soybean oil",2,470,"NonFoodDemand_Crops>>Soybean oil","Logit: NA","Soybean oil: NA","Soybean oil"
"SugarCrop",2,471,"NonFoodDemand_Crops>>SugarCrop","Logit: NA","SugarCrop: NA","SugarCrop"
"Wheat",2,472,"NonFoodDemand_Crops>>Wheat","Logit: NA","Wheat: NA","Wheat"
"imported corn",2,473,"regional corn>>imported corn","Logit: NA","imported corn: NA","imported corn"
"imported fibercrop",2,474,"regional fibercrop>>imported fibercrop","Logit: NA","imported fibercrop: NA","imported fibercrop"
"imported misccrop",2,475,"regional misccrop>>imported misccrop","Logit: NA","imported misccrop: NA","imported misccrop"
"imported oilcrop",2,476,"regional oilcrop>>imported oilcrop","Logit: NA","imported oilcrop: NA","imported oilcrop"
"imported othergrain",2,477,"regional othergrain>>imported othergrain","Logit: NA","imported othergrain: NA","imported othergrain"
"imported rapeseed",2,478,"regional rapeseed>>imported rapeseed","Logit: NA","imported rapeseed: NA","imported rapeseed"
"imported rice",2,479,"regional rice>>imported rice","Logit: NA","imported rice: NA","imported rice"
"imported root_tuber",2,480,"regional root_tuber>>imported root_tuber","Logit: NA","imported root_tuber: NA","imported root_tuber"
"imported soybean",2,481,"regional soybean>>imported soybean","Logit: NA","imported soybean: NA","imported soybean"
"imported sugarcrop",2,482,"regional sugarcrop>>imported sugarcrop","Logit: NA","imported sugarcrop: NA","imported sugarcrop"
"imported wheat",2,483,"regional wheat>>imported wheat","Logit: NA","imported wheat: NA","imported wheat"
"road",2,484,"trn_freight>>road","Logit: NA","road: NA","road"
"regional biomassOil oilcrop",2,485,"regional biomassOil oilcrop>>regional biomassOil oilcrop","Logit: NA","regional biomassOil oilcrop: NA","regional biomassOil oilcrop"
"imported palmfruit",2,486,"regional palmfruit>>imported palmfruit","Logit: NA","imported palmfruit: NA","imported palmfruit"
"Rapeseed",2,487,"FeedCrops>>Rapeseed","Logit: NA","Rapeseed: NA","Rapeseed"
"regional biomassOil rapeseed",2,488,"regional biomassOil rapeseed>>regional biomassOil rapeseed","Logit: NA","regional biomassOil rapeseed: NA","regional biomassOil rapeseed"
"regional sugar for ethanol",2,489,"regional sugar for ethanol>>regional sugar for ethanol","Logit: NA","regional sugar for ethanol: NA","regional sugar for ethanol"
"regional biomassOil palmfruit",2,490,"regional biomassOil palmfruit>>regional biomassOil palmfruit","Logit: NA","regional biomassOil palmfruit: NA","regional biomassOil palmfruit"
"PalmFruit",2,491,"FeedCrops>>PalmFruit","Logit: NA","PalmFruit: NA","PalmFruit"
"regional corn for ethanol",2,492,"regional corn for ethanol>>regional corn for ethanol","Logit: NA","regional corn for ethanol: NA","regional corn for ethanol"
"X traded corn",2,493,"traded corn>>X traded corn","Logit: NA","X traded corn: NA","X traded corn"
"X traded fibercrop",2,494,"traded fibercrop>>X traded fibercrop","Logit: NA","X traded fibercrop: NA","X traded fibercrop"
"X traded misccrop",2,495,"traded misccrop>>X traded misccrop","Logit: NA","X traded misccrop: NA","X traded misccrop"
"X traded oilcrop",2,496,"traded oilcrop>>X traded oilcrop","Logit: NA","X traded oilcrop: NA","X traded oilcrop"
"X traded othergrain",2,497,"traded othergrain>>X traded othergrain","Logit: NA","X traded othergrain: NA","X traded othergrain"
"X traded rapeseed",2,498,"traded rapeseed>>X traded rapeseed","Logit: NA","X traded rapeseed: NA","X traded rapeseed"
"X traded rice",2,499,"traded rice>>X traded rice","Logit: NA","X traded rice: NA","X traded rice"
"X traded root_tuber",2,500,"traded root_tuber>>X traded root_tuber","Logit: NA","X traded root_tuber: NA","X traded root_tuber"
"X traded soybean",2,501,"traded soybean>>X traded soybean","Logit: NA","X traded soybean: NA","X traded soybean"
"X traded sugarcrop",2,502,"traded sugarcrop>>X traded sugarcrop","Logit: NA","X traded sugarcrop: NA","X traded sugarcrop"
"X traded wheat",2,503,"traded wheat>>X traded wheat","Logit: NA","X traded wheat: NA","X traded wheat"
"DDGS",2,504,"FeedCrops>>DDGS","Logit: NA","DDGS: NA","DDGS"
"OilCrop feedcake",2,505,"FeedCrops>>OilCrop feedcake","Logit: NA","OilCrop feedcake: NA","OilCrop feedcake"
"Rapeseed feedcake",2,506,"FeedCrops>>Rapeseed feedcake","Logit: NA","Rapeseed feedcake: NA","Rapeseed feedcake"
"Soybean feedcake",2,507,"FeedCrops>>Soybean feedcake","Logit: NA","Soybean feedcake: NA","Soybean feedcake"
"FodderHerb",2,508,"FodderHerb_Residue>>FodderHerb","Logit: -6","FodderHerb: -6","FodderHerb"
"Residue",2,509,"FodderHerb_Residue>>Residue","Logit: NA","Residue: NA","Residue"
"Beef",2,510,"FoodDemand_NonStaples>>Beef","Logit: NA","Beef: NA","Beef"
"Dairy",2,511,"FoodDemand_NonStaples>>Dairy","Logit: NA","Dairy: NA","Dairy"
"OtherMeat_Fish",2,512,"FoodDemand_NonStaples>>OtherMeat_Fish","Logit: NA","OtherMeat_Fish: NA","OtherMeat_Fish"
"pork",2,513,"FoodDemand_NonStaples>>pork","Logit: NA","pork: NA","pork"
"poultry",2,514,"FoodDemand_NonStaples>>poultry","Logit: NA","poultry: NA","poultry"
"SheepGoat",2,515,"FoodDemand_NonStaples>>SheepGoat","Logit: NA","SheepGoat: NA","SheepGoat"
"OilCrop feedcake",2,516,"NonFoodDemand_Crops>>OilCrop feedcake","Logit: NA","OilCrop feedcake: NA","OilCrop feedcake"
"PalmFruit feedcake",2,517,"NonFoodDemand_Crops>>PalmFruit feedcake","Logit: NA","PalmFruit feedcake: NA","PalmFruit feedcake"
"Rapeseed feedcake",2,518,"NonFoodDemand_Crops>>Rapeseed feedcake","Logit: NA","Rapeseed feedcake: NA","Rapeseed feedcake"
"Soybean feedcake",2,519,"NonFoodDemand_Crops>>Soybean feedcake","Logit: NA","Soybean feedcake: NA","Soybean feedcake"
"Beef",2,520,"NonFoodDemand_Meat>>Beef","Logit: -6","Beef: -6","Beef"
"Dairy",2,521,"NonFoodDemand_Meat>>Dairy","Logit: NA","Dairy: NA","Dairy"
"OtherMeat_Fish",2,522,"NonFoodDemand_Meat>>OtherMeat_Fish","Logit: NA","OtherMeat_Fish: NA","OtherMeat_Fish"
"pork",2,523,"NonFoodDemand_Meat>>pork","Logit: NA","pork: NA","pork"
"poultry",2,524,"NonFoodDemand_Meat>>poultry","Logit: NA","poultry: NA","poultry"
"SheepGoat",2,525,"NonFoodDemand_Meat>>SheepGoat","Logit: NA","SheepGoat: NA","SheepGoat"
"OilCrop oil",2,526,"OilCrop oil>>OilCrop oil","Logit: NA","OilCrop oil: NA","OilCrop oil"
"PalmFruit oil",2,527,"PalmFruit oil>>PalmFruit oil","Logit: NA","PalmFruit oil: NA","PalmFruit oil"
"FodderGrass",2,528,"Pasture_FodderGrass>>FodderGrass","Logit: NA","FodderGrass: NA","FodderGrass"
"Pasture",2,529,"Pasture_FodderGrass>>Pasture","Logit: -6","Pasture: -6","Pasture"
"Rapeseed oil",2,530,"Rapeseed oil>>Rapeseed oil","Logit: NA","Rapeseed oil: NA","Rapeseed oil"
"domestic beef",2,531,"regional beef>>domestic beef","Logit: NA","domestic beef: NA","domestic beef"
"imported beef",2,532,"regional beef>>imported beef","Logit: NA","imported beef: NA","imported beef"
"domestic corn",2,533,"regional corn>>domestic corn","Logit: NA","domestic corn: NA","domestic corn"
"domestic dairy",2,534,"regional dairy>>domestic dairy","Logit: NA","domestic dairy: NA","domestic dairy"
"imported dariy",2,535,"regional dairy>>imported dariy","Logit: NA","imported dariy: NA","imported dariy"
"domestic DDGS",2,536,"regional DDGS>>domestic DDGS","Logit: NA","domestic DDGS: NA","domestic DDGS"
"imported DDGS",2,537,"regional DDGS>>imported DDGS","Logit: NA","imported DDGS: NA","imported DDGS"
"domestic fibercrop",2,538,"regional fibercrop>>domestic fibercrop","Logit: NA","domestic fibercrop: NA","domestic fibercrop"
"domestic misccrop",2,539,"regional misccrop>>domestic misccrop","Logit: NA","domestic misccrop: NA","domestic misccrop"
"domestic oilcrop",2,540,"regional oilcrop>>domestic oilcrop","Logit: NA","domestic oilcrop: NA","domestic oilcrop"
"domestic oilcrop feedcake",2,541,"regional oilcrop feedcake>>domestic oilcrop feedcake","Logit: NA","domestic oilcrop feedcake: NA","domestic oilcrop feedcake"
"imported oilcrop feedcake",2,542,"regional oilcrop feedcake>>imported oilcrop feedcake","Logit: NA","imported oilcrop feedcake: NA","imported oilcrop feedcake"
"domestic oilcrop oil",2,543,"regional oilcrop oil>>domestic oilcrop oil","Logit: NA","domestic oilcrop oil: NA","domestic oilcrop oil"
